UMAP_1,UMAP_2,Target
-3.1013968,2.5718763,Graduate
-1.0520977,8.350804,Graduate
0.08018926,6.566009,Graduate
-4.350302,9.704423,Graduate
-4.745882,8.574146,Graduate
-1.7512236,7.1539598,Graduate
2.3044906,7.260423,Graduate
1.7583156,5.7465773,Graduate
2.087001,6.285362,Graduate
-3.7472587,4.151296,Graduate
-1.6906862,2.685428,Graduate
-3.5525975,8.084613,Graduate
-2.6777952,2.5274315,Graduate
-3.8241012,7.8424487,Graduate
2.2118294,6.3425555,Graduate
-3.82319,7.415705,Dropout
1.4295605,4.7710266,Graduate
-3.9876819,3.3242562,Graduate
-5.136185,8.02868,Graduate
-0.87900025,13.500502,Dropout
-0.19442673,13.18849,Dropout
-1.6734571,7.257408,Enrolled
0.36140823,12.584071,Dropout
0.7599878,5.7914305,Graduate
0.3305777,8.115421,Enrolled
-0.9293093,10.417589,Enrolled
-4.8788714,7.974738,Graduate
1.5266905,5.924934,Graduate
-3.0174644,2.5425496,Graduate
-1.5538491,9.878495,Dropout
-3.182434,8.150709,Graduate
-0.21917804,12.978999,Graduate
2.1637769,7.272527,Graduate
-0.41584128,2.5969508,Dropout
-1.5586778,9.191355,Enrolled
0.83133155,6.7700853,Graduate
-1.5552163,10.8915205,Graduate
-3.3943293,2.619383,Graduate
-1.551927,2.532737,Graduate
-3.979444,10.025924,Graduate
0.12147598,13.56143,Enrolled
0.11988649,6.277947,Graduate
-3.9690921,8.391296,Graduate
1.0733947,6.9829144,Graduate
-3.8248792,4.386165,Graduate
-1.5413755,2.1509163,Graduate
-2.91634,9.552913,Graduate
0.2585705,13.933664,Dropout
-4.001509,7.5423646,Graduate
-0.90562606,2.2627478,Graduate
-3.4883318,4.2547197,Graduate
-3.630432,7.5083165,Graduate
-1.227101,4.352459,Graduate
-4.848834,8.46746,Graduate
1.2028588,7.8110065,Graduate
-1.2113274,2.649416,Graduate
0.10666684,10.391379,Enrolled
0.49051028,8.584086,Graduate
0.15975238,7.589541,Graduate
-0.15927252,7.974695,Enrolled
-0.8008623,11.220413,Enrolled
-0.83330387,11.005084,Dropout
-0.65647745,9.190986,Graduate
-2.4691072,7.3869147,Graduate
-0.8473873,10.718462,Enrolled
-3.4070473,2.5545561,Graduate
-3.4741802,9.270783,Graduate
-1.0637649,11.25073,Enrolled
-1.3233935,9.391942,Dropout
-2.4326856,9.138627,Graduate
-0.93520284,10.792473,Dropout
-3.108429,8.513754,Graduate
-3.2311516,3.002008,Graduate
-1.4096223,9.407967,Enrolled
-0.4710192,2.5811124,Graduate
-2.8148873,9.714389,Graduate
-0.10097583,8.293013,Enrolled
-0.7317079,10.153777,Enrolled
-2.1693273,8.4688,Graduate
-1.0864913,9.602588,Enrolled
-0.33889338,7.372827,Enrolled
1.2957177,7.387119,Enrolled
-0.49236414,13.160907,Enrolled
-1.1215186,8.950056,Dropout
-2.5467541,8.455219,Graduate
0.18084335,13.826104,Dropout
1.4869348,7.3263683,Graduate
-0.83030134,9.818283,Graduate
-1.7305261,7.13945,Graduate
-3.956586,8.320217,Graduate
-1.8217221,8.958195,Graduate
-1.6062518,8.917762,Graduate
-0.23288038,12.501663,Enrolled
-3.9249322,10.067636,Enrolled
-2.738216,10.820984,Graduate
1.5369185,5.62507,Graduate
-3.5013351,3.5285168,Graduate
-2.9848883,9.540271,Graduate
-4.26524,8.317374,Dropout
-3.426072,7.6377068,Graduate
-2.4580703,7.967469,Enrolled
-0.94323105,8.526693,Graduate
-1.7007453,8.335925,Graduate
2.037306,6.2470646,Graduate
-3.1779895,8.719776,Enrolled
14.009581,5.5209165,Graduate
-3.423222,4.3031836,Graduate
-2.75025,10.70801,Graduate
-3.2391713,2.7809298,Graduate
-2.6716187,10.314556,Graduate
2.0204744,7.055972,Graduate
-2.4056816,8.356845,Graduate
0.29870278,12.220096,Enrolled
-3.8442254,8.695696,Graduate
-3.38354,8.479033,Graduate
-0.9103592,13.483631,Enrolled
-1.6466316,8.648333,Enrolled
-2.221435,9.480882,Enrolled
-1.9356294,8.746489,Graduate
2.214809,6.1327043,Graduate
0.5594532,7.2596426,Graduate
2.2203052,5.8062477,Graduate
-0.7243052,10.895243,Enrolled
2.0932057,7.2788715,Graduate
-2.239072,9.352379,Enrolled
-3.5834796,8.159187,Graduate
-3.3289104,4.390658,Graduate
-3.1098127,3.4139414,Graduate
0.24575415,13.688946,Dropout
0.60664034,8.403154,Dropout
0.586186,8.304547,Graduate
1.8097999,5.095427,Dropout
-2.1509316,8.734105,Graduate
-2.0378902,4.113585,Enrolled
-2.911766,10.451591,Graduate
-0.6601107,11.287016,Enrolled
-0.758173,10.388222,Dropout
-2.3582773,7.084163,Graduate
-2.6796203,8.808892,Enrolled
-3.395572,4.639095,Graduate
2.0887272,5.8997326,Graduate
-0.9088247,9.286237,Enrolled
-0.8100023,11.213896,Enrolled
-2.864633,7.174263,Graduate
-2.5411305,3.1635559,Graduate
-4.232031,9.283043,Dropout
0.5627118,7.3464413,Graduate
-1.4746637,2.8396494,Graduate
1.1433998,6.358585,Graduate
2.2010229,5.5585814,Graduate
-4.19459,9.275877,Graduate
-1.13397,8.666701,Graduate
-4.170815,7.7001767,Graduate
1.6586176,8.011955,Graduate
-0.33196092,13.184092,Graduate
0.35509622,8.487782,Graduate
2.3147817,6.8303514,Graduate
-3.9961479,8.04365,Graduate
1.9220889,7.994329,Graduate
-1.5454345,2.453974,Graduate
-4.0130367,7.7700667,Graduate
-4.229015,8.579998,Graduate
2.089437,5.755198,Graduate
0.6852582,6.2678328,Enrolled
-4.4326754,8.043401,Dropout
-3.0728405,3.1823852,Graduate
-0.48231333,1.883552,Graduate
1.0736179,6.0966344,Graduate
-3.3738563,3.3601568,Graduate
-0.46396077,13.185142,Graduate
2.2544641,5.5724053,Graduate
-4.453169,8.062464,Graduate
1.6361301,5.531093,Graduate
-4.3525357,8.1428385,Graduate
13.948526,5.590609,Enrolled
-4.549655,8.383753,Graduate
-0.29859945,9.629314,Dropout
-0.03336401,13.882733,Enrolled
-2.463553,3.9487758,Dropout
0.89065725,6.634361,Graduate
-0.24195842,12.826722,Dropout
-1.9305575,9.87516,Enrolled
1.0887507,5.45456,Dropout
-0.028210716,10.072821,Enrolled
-4.2015758,9.752411,Graduate
0.25751218,10.933909,Dropout
-1.8279228,7.1725373,Dropout
-3.2070236,4.01356,Graduate
-1.4726413,9.269627,Graduate
-0.11178926,13.065599,Dropout
1.392753,7.7121263,Graduate
1.410899,5.1330013,Dropout
2.3671024,6.8881874,Graduate
-4.081177,3.4447882,Graduate
-3.4582143,8.191915,Enrolled
-0.04342057,8.245801,Enrolled
13.903967,5.6380763,Dropout
-2.5784597,9.019158,Enrolled
-3.3357947,9.249813,Graduate
2.0338802,6.407092,Graduate
13.924711,5.616811,Dropout
-3.2990458,4.4557695,Enrolled
-0.186471,7.224079,Graduate
-2.1044095,3.7862473,Graduate
-4.231905,9.924975,Enrolled
1.6494277,7.8115773,Dropout
0.07791789,13.073278,Dropout
-0.5198992,9.132089,Dropout
1.2545942,7.2654824,Graduate
-2.3625922,9.617007,Enrolled
-1.0553621,10.820332,Graduate
-0.87383175,10.762695,Enrolled
-4.0082674,8.031048,Graduate
0.6536809,6.5053816,Graduate
-2.7153347,2.4702358,Graduate
-2.551193,10.767851,Graduate
-4.5587254,8.501541,Graduate
-3.8167348,9.989498,Graduate
-2.1391993,8.753025,Graduate
-0.90764236,13.508554,Dropout
-3.877479,4.0950875,Graduate
2.279618,5.6935315,Graduate
-0.51244575,10.109131,Enrolled
-1.4217582,10.33312,Enrolled
0.03821747,10.739513,Dropout
-0.25190926,10.379872,Enrolled
-0.31228635,2.8012557,Graduate
-0.8463322,13.49179,Enrolled
-3.5026824,8.1782255,Graduate
-3.9512553,10.134327,Graduate
-3.226248,2.665936,Enrolled
-0.7788598,13.575088,Graduate
0.08389567,13.014727,Dropout
-1.8613375,10.185751,Graduate
2.4358366,5.84119,Graduate
-4.3167434,8.033504,Graduate
1.6973724,6.978658,Graduate
-0.15373974,13.623824,Dropout
-4.9244175,8.361376,Graduate
0.27871662,12.195443,Dropout
13.949885,5.589298,Enrolled
-1.3918563,7.6918406,Graduate
-0.19620007,2.1724694,Graduate
-1.8773005,9.17065,Enrolled
1.2932125,7.4941683,Graduate
-0.48975143,2.6234531,Graduate
0.4194932,12.339008,Dropout
-0.17839588,9.616117,Enrolled
-3.5903904,9.308209,Enrolled
-1.670525,11.058446,Enrolled
0.31676897,12.271427,Dropout
-3.121851,8.685393,Graduate
-4.1157413,9.791096,Graduate
-4.1056395,7.8710446,Graduate
1.2085699,5.945916,Graduate
-4.140886,7.8037214,Graduate
2.0082605,7.1878724,Graduate
-3.9592674,8.625258,Enrolled
2.0261548,6.708299,Graduate
-0.015296262,6.57344,Graduate
-0.17747986,12.5298815,Graduate
0.07144507,7.9237967,Graduate
-4.7519317,8.045255,Graduate
1.9584601,8.21255,Enrolled
1.498913,7.424115,Enrolled
-1.2068412,10.389657,Dropout
1.8291856,5.875711,Graduate
-4.149476,9.1618185,Enrolled
-2.8829582,10.387002,Enrolled
-2.6029353,8.42173,Graduate
-4.2345285,7.72891,Graduate
-0.06001062,9.307117,Enrolled
-4.2461557,9.022539,Graduate
0.23799773,3.4395506,Dropout
-3.8459811,7.8104844,Graduate
-3.0187533,7.3424654,Graduate
-2.6762354,10.3756075,Graduate
0.72199595,8.242386,Dropout
0.23764004,6.033993,Graduate
1.4882284,6.647951,Graduate
1.8646202,5.862154,Graduate
-3.6244543,4.0302796,Graduate
1.7328917,6.8325152,Graduate
-3.5132172,8.1174135,Graduate
0.21666478,13.642288,Dropout
-4.612146,8.40978,Graduate
-2.7629273,3.5178356,Graduate
0.48502496,5.8216314,Graduate
-1.6226351,10.671467,Graduate
-4.165673,8.973202,Graduate
1.3935248,7.6775923,Graduate
-3.1127017,3.3527439,Graduate
-0.45110664,10.374961,Dropout
-1.1712809,13.022854,Graduate
-3.7317553,3.93607,Graduate
2.2197773,5.8766847,Graduate
-3.6518524,8.677031,Graduate
2.4534585,5.8741236,Graduate
-3.554026,8.8558445,Graduate
-1.2045802,9.48056,Enrolled
-0.6476459,9.961639,Enrolled
0.065181285,3.3194594,Graduate
-4.11474,8.870707,Graduate
-3.0199797,9.581111,Graduate
-0.8625975,8.765055,Enrolled
-3.7961261,8.321704,Graduate
-2.8762875,3.5487244,Enrolled
-3.3357995,2.5048373,Graduate
1.7285198,6.1329684,Dropout
-0.35859138,2.6650915,Dropout
-1.1197885,12.885538,Graduate
-3.1020977,8.985025,Dropout
-2.9563162,7.5502243,Graduate
-2.8166666,3.5113356,Graduate
1.531919,6.2054057,Graduate
-3.8568745,3.903022,Graduate
-2.1020815,10.913403,Graduate
-4.0480323,3.801249,Graduate
-1.2435449,9.028412,Dropout
0.2705222,3.1553967,Graduate
-4.1778946,9.78165,Graduate
-2.3379133,9.292755,Graduate
2.1217036,5.91503,Graduate
-3.8329494,9.953752,Graduate
0.07211465,13.925422,Dropout
2.0722997,5.7336907,Dropout
-1.4808377,9.405818,Graduate
-1.2265553,10.887293,Enrolled
0.71629655,6.7561975,Graduate
-1.8500943,10.714504,Graduate
-0.32130674,10.728006,Enrolled
2.2161646,5.996844,Graduate
1.8842992,6.439203,Graduate
2.2631717,5.6477714,Graduate
-0.35293886,2.8866177,Graduate
-2.3803375,7.0531588,Enrolled
0.7602863,8.218429,Dropout
1.176045,7.295561,Graduate
0.78863114,8.1767025,Enrolled
-2.4262676,10.892016,Graduate
13.953555,5.5797324,Graduate
-1.104491,7.9107175,Graduate
-0.7728241,9.898731,Graduate
0.6275097,4.623592,Enrolled
-1.2399361,9.985314,Enrolled
-2.6248858,2.6775591,Graduate
-2.7995281,3.6251895,Graduate
-1.7519203,9.720262,Enrolled
-1.882089,7.196524,Graduate
1.9591739,5.773678,Graduate
-0.94345784,9.768812,Graduate
-1.6903763,2.722849,Graduate
-5.1815357,7.9959564,Graduate
-0.5775916,2.4395633,Graduate
-0.6347581,9.598393,Enrolled
-2.64398,10.637096,Graduate
1.9068569,6.542756,Graduate
-2.117637,9.2079525,Graduate
-1.4557799,2.9417884,Graduate
-3.6587715,7.379026,Graduate
-3.1533391,3.9371588,Enrolled
-2.5656462,7.1449394,Graduate
0.43917477,8.602134,Enrolled
-2.9708502,8.352129,Graduate
-2.216991,10.629147,Graduate
-1.4795836,2.224703,Graduate
0.45187142,6.8127584,Graduate
-0.75487757,8.899392,Enrolled
-0.68372035,9.785481,Enrolled
-0.25905794,11.317274,Enrolled
-0.24632533,11.031681,Dropout
-1.249233,10.521336,Enrolled
-0.59082276,10.480273,Enrolled
1.4184238,6.1769376,Graduate
-1.0623785,9.264592,Dropout
14.006552,5.5310154,Dropout
-0.124389924,13.520176,Dropout
-1.8130089,3.4531734,Graduate
1.7792457,7.9722185,Graduate
0.17055477,13.926942,Dropout
-0.14399654,13.199301,Dropout
0.3539437,4.700964,Graduate
2.2299743,6.2251983,Dropout
-3.5960312,3.4655092,Graduate
0.62289137,4.653915,Enrolled
-3.8973544,7.4090047,Graduate
1.678894,7.508378,Graduate
-2.628266,9.959814,Dropout
-0.5891667,9.071477,Enrolled
-1.2579083,8.683448,Enrolled
-3.3791962,3.5854309,Graduate
-3.6863377,7.6639605,Graduate
-2.2891285,9.265438,Enrolled
-0.12649067,10.203288,Dropout
-2.730948,10.209291,Graduate
-0.12095346,13.124335,Dropout
-0.07964088,13.774619,Dropout
-0.82710385,9.702252,Graduate
1.5162326,7.4603,Graduate
0.16614546,12.94442,Dropout
1.6135662,5.4284244,Graduate
-0.4978495,13.32033,Graduate
0.087192304,3.5430167,Graduate
-3.3720362,3.1584857,Graduate
-1.930948,7.3159757,Graduate
-3.3874738,2.5308423,Graduate
-2.7352445,2.528828,Graduate
-3.8418517,8.882315,Graduate
-1.6381646,11.079657,Enrolled
1.0480692,6.2964344,Graduate
-0.8053402,2.3188546,Graduate
-0.31040433,9.650026,Dropout
-0.5246812,13.395694,Dropout
1.2768366,6.017135,Graduate
-4.527367,7.7266507,Graduate
-5.200727,8.168125,Graduate
-5.2017922,8.154966,Graduate
-2.5576723,10.733975,Graduate
2.2896883,7.280617,Graduate
-0.21131827,9.63487,Dropout
-3.0486584,10.481067,Graduate
-2.2459302,7.931402,Enrolled
13.928596,5.608471,Graduate
-3.2910976,3.556826,Enrolled
-2.1108038,3.7779403,Enrolled
0.50463814,4.208483,Enrolled
0.22540787,13.643292,Dropout
-2.9678836,8.435493,Graduate
-0.48346362,2.1145515,Graduate
-1.6666584,2.6239402,Graduate
-2.5777264,7.2719355,Graduate
-4.2921324,7.6560483,Dropout
-2.8680696,8.878962,Enrolled
-0.064401045,13.021167,Graduate
-0.06757073,8.023092,Graduate
-0.7267337,12.932295,Dropout
-2.1744883,10.495341,Enrolled
0.4083548,7.5333395,Graduate
-1.8447498,8.953086,Enrolled
0.112650424,13.624566,Enrolled
-1.0976768,10.913804,Enrolled
0.17136455,10.966004,Dropout
-1.8218069,8.167085,Graduate
1.2462807,7.0691066,Graduate
-1.0863646,2.1937597,Graduate
-1.7467542,10.780623,Enrolled
2.091471,5.6680903,Graduate
-1.5202634,9.555214,Dropout
0.32633677,12.233299,Dropout
13.924867,5.615865,Enrolled
-0.012576891,12.716042,Dropout
2.0703568,6.1523857,Graduate
2.1803312,7.0112896,Graduate
2.3934941,6.838973,Graduate
2.6763914,6.111287,Graduate
0.27701434,3.6892343,Graduate
-1.5444461,8.352726,Dropout
2.2815025,5.7263656,Graduate
-0.041779928,7.9305677,Graduate
-4.054238,3.7031198,Graduate
-2.1914077,8.471214,Graduate
0.4004986,8.660933,Enrolled
-2.5326774,2.8676076,Graduate
-2.7372675,3.6944668,Graduate
0.8706988,6.697076,Graduate
2.229185,7.2513375,Graduate
-1.5755986,10.922846,Enrolled
-0.9288453,2.2449875,Graduate
1.430024,6.81008,Graduate
0.8192005,5.713328,Graduate
-1.707523,7.192517,Enrolled
-2.6548197,7.0304055,Graduate
-1.9357876,9.914585,Enrolled
-0.16127546,2.3174076,Graduate
-3.611569,8.221981,Enrolled
0.14856394,3.22884,Graduate
-2.489534,7.1370726,Enrolled
-0.5706286,2.5789907,Graduate
0.2607745,6.1948075,Graduate
-0.32919088,2.2954774,Graduate
-0.25024748,12.799512,Dropout
-2.4334614,9.308004,Graduate
-3.44359,2.6117156,Graduate
0.4347987,5.767567,Graduate
1.6562275,5.5624185,Dropout
-3.537687,9.484275,Graduate
1.0232639,5.9939466,Graduate
0.19990511,10.39946,Dropout
-2.7170498,4.35247,Enrolled
-0.94759756,10.045306,Enrolled
-4.4502797,8.278009,Graduate
-3.9088504,7.3922963,Dropout
1.7494677,5.441976,Graduate
-0.15554205,2.0756326,Graduate
13.999452,5.535653,Enrolled
-0.40399557,13.464551,Enrolled
-2.3995132,7.106139,Graduate
-2.7824776,9.421041,Graduate
1.566241,4.8552737,Graduate
-1.4767476,9.915208,Enrolled
-4.1526804,9.352056,Graduate
-1.4820083,10.989058,Enrolled
13.941897,5.597493,Enrolled
2.061112,6.0745797,Graduate
-1.2486064,2.5257535,Graduate
-2.8766117,2.542059,Graduate
-2.334004,10.369945,Graduate
2.16121,7.2982965,Graduate
-3.0384142,8.49307,Graduate
-0.03616499,6.5607266,Graduate
1.9091944,7.906,Dropout
-0.9343431,13.372445,Graduate
0.8561017,6.894955,Graduate
-2.5461123,10.818469,Graduate
1.8780662,8.042564,Enrolled
-0.41475293,9.5394,Enrolled
1.4005421,5.8479624,Graduate
-1.696212,8.342284,Dropout
-0.9641608,11.180694,Dropout
-2.907587,4.393138,Enrolled
-4.0823765,9.493806,Graduate
-4.040522,8.379343,Graduate
-0.32657406,13.203295,Dropout
-0.41909227,13.2785,Enrolled
1.5157446,4.8210654,Graduate
-3.271222,8.392254,Graduate
-0.6592139,9.296896,Dropout
-0.60799265,13.434495,Enrolled
-4.0481305,7.827579,Graduate
2.611709,6.100758,Graduate
-3.5140166,8.128184,Graduate
-2.13972,10.707324,Graduate
0.36250433,6.144603,Graduate
2.225111,6.495986,Graduate
-3.7422445,4.19937,Enrolled
-0.53372407,13.077504,Dropout
-4.2861648,8.587708,Graduate
-2.9965506,7.583604,Graduate
-2.0692968,7.149076,Graduate
-1.742474,9.188547,Graduate
-3.3539903,8.595895,Dropout
-3.678369,8.76556,Graduate
-0.61113507,10.482312,Dropout
0.08649289,12.982214,Dropout
-1.1956575,13.005251,Enrolled
-0.69250643,13.388769,Dropout
2.2415173,6.1807303,Graduate
-0.35243848,1.8445401,Graduate
1.7112887,5.5680647,Graduate
-1.1835654,10.559104,Graduate
0.16741443,10.910952,Enrolled
-1.0848138,12.885245,Graduate
0.31465468,3.2963052,Graduate
0.22590841,13.97051,Dropout
-2.1133327,10.397455,Graduate
-4.195058,9.230236,Graduate
1.0999238,6.0994205,Graduate
1.8257941,5.448231,Graduate
2.2663717,6.79172,Graduate
-4.210662,9.340537,Graduate
-1.5678544,2.5434043,Graduate
-4.272123,8.744076,Graduate
14.080142,5.4359775,Graduate
-1.7156776,10.725954,Graduate
-0.1839041,3.5100884,Graduate
-2.626267,4.2556458,Graduate
1.1323994,6.218611,Graduate
-4.0304737,9.902634,Graduate
0.94034374,6.375275,Graduate
-2.5665941,8.282823,Dropout
-2.237262,8.0973,Graduate
-0.80150753,10.108381,Enrolled
-2.1907344,3.6148348,Graduate
-1.3615063,7.7058587,Enrolled
-4.2103167,9.527745,Graduate
-2.4765487,8.421166,Dropout
-0.77577865,9.171859,Graduate
-2.033308,11.076984,Dropout
-0.60037655,9.23282,Dropout
-0.64116263,10.61123,Enrolled
1.9390695,7.8475037,Dropout
-1.0021589,4.200575,Graduate
-5.139809,8.157954,Graduate
-1.7053843,8.78075,Enrolled
-1.0104042,8.775428,Enrolled
-1.8590481,8.403268,Dropout
-1.6247718,8.397314,Enrolled
2.3562944,6.679126,Graduate
-0.07234906,2.33811,Graduate
-3.0352037,3.391133,Graduate
-2.1956906,7.1415215,Graduate
-3.3660169,2.4967794,Graduate
2.377081,6.2054152,Graduate
0.4631925,6.7713532,Graduate
0.93312603,8.036667,Graduate
-0.09270801,3.5472283,Graduate
0.018073693,6.604931,Graduate
-1.7504393,9.534041,Enrolled
1.7380428,6.0577917,Dropout
1.8851832,6.766967,Graduate
-2.2112467,7.161473,Graduate
-3.7939305,4.154648,Graduate
1.5838617,5.683978,Graduate
-3.1379533,4.5300274,Graduate
0.44972348,3.378332,Enrolled
-3.2099788,2.476499,Graduate
-3.8944778,9.957517,Graduate
-3.1924236,8.743754,Graduate
-4.2381816,8.127255,Graduate
-1.6891365,2.489793,Graduate
-4.5471044,8.301022,Graduate
0.62886673,4.5901065,Enrolled
-3.4335973,2.5879493,Enrolled
-0.51878667,10.555354,Dropout
1.6198201,5.6654835,Dropout
-3.8303754,4.1669006,Graduate
-2.8498838,8.945451,Enrolled
0.9905678,7.318016,Graduate
-0.051128015,12.618045,Dropout
-0.0949999,11.233727,Dropout
1.27533,8.367318,Enrolled
-0.46040627,8.984193,Enrolled
-0.16054173,11.265457,Dropout
-2.487716,10.444227,Graduate
-4.2783656,9.8376665,Graduate
-0.048435155,6.5343623,Graduate
-3.6205242,9.981912,Graduate
-3.6039789,3.2643769,Graduate
-2.8649416,8.481118,Graduate
2.1623166,7.070726,Graduate
-3.9051538,3.618582,Dropout
2.0141935,6.7001066,Graduate
0.046783153,13.994099,Dropout
1.2899945,8.28648,Graduate
-1.0810463,12.686632,Graduate
2.3225608,6.2208757,Enrolled
0.6198606,8.244791,Enrolled
-1.5052485,2.4758246,Graduate
1.1774803,7.0046067,Graduate
1.6131911,4.904934,Graduate
-1.7149537,2.4999657,Graduate
1.5881591,4.8575554,Graduate
0.1568425,9.479449,Enrolled
-1.4875213,2.8594415,Graduate
-1.8459725,9.582714,Enrolled
-4.346655,8.47875,Graduate
-4.5841503,8.4503975,Graduate
-3.5038607,4.3502817,Graduate
1.4130204,7.717512,Graduate
0.09512437,13.872574,Dropout
-1.6577773,8.571142,Enrolled
-3.458164,8.537698,Graduate
0.3206984,12.262253,Enrolled
-0.86345094,9.57058,Enrolled
-0.4384869,10.740882,Enrolled
-3.7932136,3.972363,Graduate
-1.574837,9.301707,Graduate
2.4221287,6.56065,Graduate
1.6968971,5.336695,Dropout
0.055772636,10.310582,Dropout
1.5533158,5.6114397,Graduate
-5.03298,8.369917,Graduate
0.3227341,13.678,Dropout
-0.31549573,2.4126945,Graduate
-3.393503,9.472426,Graduate
-2.7808359,4.3622403,Graduate
13.905703,5.6320033,Graduate
-2.5527377,2.8610685,Graduate
1.4484483,4.761643,Graduate
-0.37481835,1.9991208,Graduate
-4.2543015,7.6247044,Graduate
-2.4462698,3.9525619,Graduate
1.7015178,5.6729274,Graduate
-3.7123685,9.760258,Graduate
-0.7384425,9.949901,Graduate
-4.259772,7.686263,Graduate
-0.19593297,9.717656,Dropout
-0.010666244,9.815359,Dropout
1.6182865,4.928398,Graduate
2.674464,6.0380406,Graduate
-0.26310217,10.744166,Enrolled
-0.84118825,2.26706,Graduate
-0.10380964,10.010289,Dropout
2.3058355,6.32761,Graduate
-0.14179598,2.2368872,Graduate
1.5431069,7.0900064,Graduate
-0.9192534,13.323267,Graduate
-3.26334,10.020785,Graduate
2.4314356,6.590103,Graduate
0.21862113,8.950311,Enrolled
1.570859,5.4805923,Graduate
-3.1180131,4.5684075,Graduate
-2.0171664,7.072487,Graduate
-4.2953963,9.848815,Graduate
-2.658012,3.0132442,Enrolled
0.24958576,6.401089,Graduate
-0.30204737,3.013586,Graduate
0.21721432,11.944724,Dropout
1.1021763,5.545655,Graduate
-1.6000817,8.376185,Dropout
-4.2386127,7.6109977,Graduate
-1.8505205,8.833322,Graduate
-1.5427473,2.8946738,Graduate
0.87680537,6.3724856,Graduate
-2.4306881,9.2667055,Graduate
-3.928308,3.776531,Graduate
-0.12608911,9.842503,Dropout
0.41256234,6.75869,Graduate
-1.6807164,2.5568447,Graduate
-1.3870206,2.7394764,Graduate
1.9634355,5.1796217,Enrolled
-1.081126,10.334093,Enrolled
0.017499208,6.6271996,Graduate
2.6924276,6.0570693,Graduate
-1.8009329,10.792452,Enrolled
-4.2934465,7.934022,Graduate
-3.4034514,9.248883,Graduate
-3.1656926,3.392875,Graduate
-2.0777473,9.495699,Graduate
-0.90735596,2.2502117,Graduate
-2.844307,3.5383067,Graduate
-3.9174514,8.475544,Graduate
-2.871298,9.541631,Enrolled
-0.83763075,13.401692,Enrolled
-2.805029,2.5253198,Graduate
-2.8576772,10.762677,Graduate
-1.6868062,9.8443165,Graduate
-1.5272576,10.159885,Graduate
-2.0938377,3.520537,Enrolled
-1.6621878,10.914651,Enrolled
1.5635676,4.8653984,Graduate
-3.3375816,4.165203,Graduate
-0.48344547,8.283512,Enrolled
0.62651706,8.160502,Graduate
-0.5276815,10.162061,Dropout
-0.05731897,8.286677,Graduate
-2.075566,4.0726495,Enrolled
-0.1582849,11.265217,Enrolled
-4.5542145,7.691016,Graduate
-0.39193797,13.385047,Graduate
-0.03948527,9.746008,Dropout
-1.4493723,2.841241,Enrolled
0.3396026,3.3215306,Graduate
1.652283,5.5718427,Graduate
-4.21415,9.913889,Graduate
14.041395,5.490631,Enrolled
-4.3547277,8.287727,Graduate
-0.8466313,10.257309,Graduate
-0.15777647,11.029427,Enrolled
-0.3898086,2.9149458,Graduate
-2.4980893,3.230169,Graduate
2.073587,6.3326874,Graduate
-0.38084206,13.330667,Enrolled
-1.6314915,2.7194486,Graduate
0.36092022,12.568295,Enrolled
-0.6207997,10.092968,Graduate
-1.5105416,9.76459,Enrolled
0.7446549,7.1821656,Graduate
-1.6206468,2.3981993,Graduate
-0.7485107,9.291571,Enrolled
-0.11314851,3.238877,Graduate
-0.5780844,10.106374,Dropout
-5.00726,8.2998085,Graduate
0.19188179,6.342159,Graduate
-1.0019445,2.1527946,Graduate
0.6042344,7.123618,Graduate
1.4894401,5.6054626,Graduate
-4.110628,9.057961,Graduate
-0.43956554,12.862039,Graduate
-0.65190464,2.3602865,Graduate
1.6003046,6.0944757,Graduate
-4.0658855,8.490737,Enrolled
-4.3585978,8.243379,Graduate
-4.2949834,9.808385,Graduate
-1.3146542,2.5414405,Graduate
13.934773,5.6050515,Enrolled
0.175372,13.551522,Dropout
-0.5170881,10.536503,Enrolled
-1.3184612,10.587014,Enrolled
2.3078027,6.5081415,Graduate
-2.582945,8.458586,Graduate
-0.1699531,13.905492,Dropout
0.3331814,12.239398,Dropout
-1.6414311,11.092938,Dropout
-2.9311962,3.6902828,Graduate
0.2740234,10.787366,Dropout
-1.6426798,8.543048,Graduate
1.475054,7.6157517,Graduate
14.019074,5.5215716,Dropout
-0.89540136,10.443909,Enrolled
2.1683998,6.1174884,Graduate
-1.6535712,2.4951706,Graduate
-1.5593151,10.933245,Enrolled
-2.8662817,8.883992,Enrolled
-4.2257953,9.037067,Graduate
-0.6574541,10.886403,Dropout
-2.0548239,3.6582017,Enrolled
-2.3811958,9.146172,Graduate
2.0709426,6.307555,Graduate
-0.09738119,11.240332,Dropout
-0.013819911,10.486302,Dropout
1.5152706,7.0432334,Graduate
-0.045029692,6.6021886,Graduate
-1.4858781,2.1833596,Graduate
-0.171539,8.029856,Graduate
-3.5763776,9.120694,Graduate
1.0443438,7.31385,Dropout
-1.7269552,7.047631,Graduate
-0.594442,11.101769,Enrolled
0.20888193,10.681234,Enrolled
1.8384734,7.933404,Enrolled
-3.2170172,3.3434396,Graduate
-0.4006927,9.571242,Dropout
-3.4728854,4.9248576,Enrolled
-4.2431154,8.412565,Graduate
-3.7658317,4.1332693,Graduate
-4.5241055,8.634824,Graduate
0.40443194,12.163762,Dropout
-4.033013,3.645608,Graduate
-0.5954809,10.004752,Enrolled
