t-SNE_1,t-SNE_2,Target
-29.025217,5.8953724,Enrolled
4.6399508,-21.641155,Graduate
18.903528,17.682419,Graduate
44.79827,-10.368775,Graduate
-33.87112,-16.545826,Dropout
1.4619628,-5.1875153,Graduate
-29.412853,-30.506863,Graduate
5.1858964,19.37467,Graduate
49.020172,7.2231355,Dropout
-27.282299,2.1764655,Enrolled
1.1034046,31.895435,Graduate
-25.889013,-6.604782,Graduate
42.877064,-20.98638,Graduate
57.314903,12.128128,Graduate
-10.04313,-14.7843685,Graduate
-33.450928,-34.44171,Enrolled
10.400713,15.661481,Graduate
-3.0736651,-24.586992,Graduate
2.2712166,30.174187,Graduate
28.25659,-15.598091,Graduate
56.949173,7.8538904,Graduate
-10.355962,-2.7160609,Graduate
-35.14159,-40.415775,Dropout
10.624627,-8.606692,Graduate
53.322968,3.8112018,Graduate
29.630547,-12.411084,Graduate
15.063262,-10.34222,Graduate
31.334286,10.414528,Graduate
1.3052067,-21.341,Graduate
-2.7639909,25.062761,Graduate
53.752705,7.5005345,Graduate
-41.122097,9.86016,Enrolled
-29.633186,2.726515,Graduate
-4.0115232,29.015472,Graduate
-10.145409,30.014048,Enrolled
-40.50352,0.3170434,Enrolled
-36.055973,-0.7760906,Dropout
-23.284924,9.224097,Graduate
9.238328,-2.4178598,Graduate
-31.873846,3.0595636,Enrolled
43.52336,-20.871822,Graduate
-6.43803,-19.4867,Graduate
-39.34946,-0.34830424,Enrolled
-27.847713,0.061051257,Dropout
-11.93797,0.69290894,Graduate
-33.583817,0.29001474,Dropout
-5.146112,5.733973,Graduate
41.90209,-15.738336,Graduate
-19.138279,8.944157,Enrolled
47.985325,4.443079,Graduate
-9.448777,-1.3579432,Graduate
-10.9795265,32.74673,Enrolled
-37.60435,1.5981979,Enrolled
-18.602942,14.539644,Graduate
-32.283005,8.80062,Enrolled
36.352528,16.61861,Enrolled
0.3008373,23.170744,Enrolled
-24.371862,-34.92237,Enrolled
-26.61669,11.714705,Dropout
-15.850068,11.564445,Graduate
-33.309093,-38.89792,Dropout
1.4950948,22.325403,Graduate
-33.9387,-6.6708527,Graduate
6.7195606,4.482287,Graduate
0.20264132,-16.950783,Graduate
-16.937906,7.1933365,Graduate
-17.853342,6.718577,Graduate
-35.381294,-25.003275,Enrolled
7.4321404,21.910078,Enrolled
-16.085705,-10.774195,Graduate
24.261467,19.257246,Graduate
38.346775,-12.751224,Graduate
-1.1170576,-0.9401973,Graduate
-5.0717916,-26.272005,Dropout
14.295518,-8.912545,Graduate
-14.449114,16.176044,Enrolled
-22.638243,9.537547,Graduate
-19.849253,17.753897,Graduate
12.544454,28.047653,Graduate
-4.7833395,2.6312296,Enrolled
-52.93791,27.601336,Graduate
26.559929,-12.666958,Graduate
-15.612126,-12.711418,Graduate
44.223175,-15.559754,Graduate
14.130114,-14.5731945,Graduate
8.051672,33.003838,Graduate
-18.056034,14.433413,Graduate
-42.209908,-27.045395,Enrolled
-2.0924187,-8.380481,Graduate
-1.2106501,-4.6169944,Graduate
-18.004284,-37.61834,Enrolled
-23.383665,14.352279,Enrolled
-7.7231894,-0.94789296,Enrolled
-8.214047,13.081765,Graduate
14.998983,27.420269,Graduate
-0.8899457,31.132212,Graduate
23.228792,14.057707,Graduate
-36.04524,1.4220045,Enrolled
4.2233815,19.711477,Graduate
-16.476702,-1.6265229,Enrolled
1.4773825,-8.039138,Graduate
26.244158,-11.813361,Graduate
40.222538,-6.433496,Graduate
-33.910378,-37.080326,Dropout
-7.7724843,26.32757,Dropout
-6.3941536,27.271776,Graduate
21.954466,25.429018,Dropout
-10.487995,14.405353,Graduate
-20.838566,20.293983,Enrolled
-18.475267,-13.199751,Graduate
-44.499084,-2.9482636,Enrolled
-33.348377,-1.4222802,Dropout
10.187457,0.71078855,Graduate
-10.419647,15.712257,Enrolled
23.476772,-12.299436,Graduate
22.65106,13.607924,Graduate
-27.10639,8.299509,Enrolled
-41.175266,-0.3771235,Enrolled
-14.015573,-29.019522,Graduate
31.75591,-3.8052988,Graduate
-5.6990457,-8.0803585,Dropout
-2.5568447,28.424627,Graduate
48.531517,11.741867,Graduate
13.161459,19.267134,Graduate
19.659859,25.304892,Graduate
-5.795739,-7.4603815,Graduate
-21.470217,7.087428,Graduate
7.511738,-11.924281,Graduate
-3.2244265,20.152266,Graduate
-24.487871,-30.849901,Graduate
-41.22749,-11.773895,Graduate
8.339945,25.889278,Graduate
2.5906208,-11.380758,Graduate
-0.7831922,17.077518,Graduate
56.37765,11.244191,Graduate
7.326494,-10.993358,Graduate
-0.16555524,-18.26891,Graduate
17.406849,23.668295,Graduate
12.878815,11.236892,Enrolled
3.2333813,-16.778002,Dropout
41.812916,-7.93014,Graduate
51.959133,-0.94923836,Graduate
13.709644,12.699661,Graduate
39.383144,-16.460613,Graduate
-24.214102,-31.326729,Graduate
28.211987,25.60917,Graduate
5.5600204,-19.329037,Graduate
20.75444,20.400389,Graduate
-4.2687874,-26.892986,Graduate
-53.83211,25.161486,Enrolled
1.6123847,-19.190659,Graduate
-37.531265,-7.6254053,Dropout
-30.645678,-40.09631,Enrolled
33.637825,0.36616445,Dropout
11.864819,17.46896,Graduate
-29.860968,-29.487503,Dropout
-14.897176,-18.239588,Enrolled
26.232538,32.76482,Dropout
-38.73129,9.765332,Enrolled
-6.3822083,-14.326249,Graduate
-46.629818,6.005383,Dropout
5.902237,2.5586812,Dropout
32.78849,-9.77967,Graduate
-21.496227,1.92723,Graduate
-28.622646,-29.203344,Dropout
0.03782384,26.823307,Graduate
26.146093,30.236378,Dropout
8.493494,24.877964,Graduate
34.731674,-20.99074,Graduate
1.2408501,-9.3366165,Enrolled
-11.257857,33.061966,Enrolled
-51.869118,23.080378,Dropout
-13.814028,2.0235534,Enrolled
-19.31722,-18.01308,Graduate
10.030742,30.513102,Graduate
-51.32463,23.927338,Dropout
26.301704,-12.052443,Enrolled
-0.11328384,34.102367,Graduate
29.30459,1.3731529,Graduate
14.0659895,5.293412,Enrolled
-1.8452646,20.152079,Dropout
-31.712978,-31.442024,Dropout
-30.981857,14.089506,Dropout
3.774535,27.43374,Graduate
-11.219046,2.780693,Enrolled
-34.07207,2.7548277,Graduate
-31.60455,1.522064,Enrolled
6.759286,-15.21946,Graduate
13.173058,8.49107,Graduate
48.107628,-13.440522,Graduate
-18.309298,-8.142747,Graduate
3.788175,-14.004014,Graduate
-9.202388,-17.182892,Graduate
-13.761031,7.260948,Graduate
-18.897408,-37.612637,Dropout
31.9945,-15.488274,Graduate
17.537418,27.674505,Graduate
-34.696976,8.511841,Enrolled
-22.094122,15.947754,Enrolled
-42.14813,6.2406955,Dropout
-35.920044,8.309389,Enrolled
46.520233,5.438832,Graduate
-19.103697,-37.58921,Enrolled
0.5897001,-5.9464836,Graduate
-10.546023,-13.497622,Graduate
43.436874,-17.341648,Enrolled
6.3157372,-27.096844,Graduate
-31.91241,-29.595402,Dropout
-28.33292,-15.780833,Graduate
18.658138,29.581596,Graduate
6.1579885,-17.490025,Graduate
2.0186386,23.21352,Graduate
-30.98883,-36.42049,Dropout
3.0781858,-23.312496,Graduate
-42.291595,-26.967339,Dropout
-53.079777,24.986984,Enrolled
1.7687228,3.860029,Graduate
45.818478,-1.2145332,Graduate
-19.262735,2.6184552,Enrolled
2.7417297,26.04308,Graduate
45.718906,4.528291,Graduate
-40.10987,-31.055868,Dropout
-36.469498,11.664291,Enrolled
-5.4389677,-19.532715,Enrolled
-25.828806,-8.749861,Enrolled
-40.0829,-26.25259,Dropout
-5.5635667,3.4810302,Graduate
-6.1990495,-15.077923,Graduate
6.227083,-13.50025,Graduate
14.717541,19.733175,Graduate
8.292421,-13.202349,Graduate
6.726075,25.84087,Graduate
-1.1711297,-10.441836,Enrolled
10.552025,25.637379,Graduate
4.1882796,36.861553,Graduate
-32.18943,-25.396202,Graduate
-7.7886963,32.567963,Graduate
6.8096657,-21.255135,Graduate
-2.4954104,15.482235,Enrolled
1.0626996,23.737741,Enrolled
-26.4004,-2.439482,Dropout
19.564758,13.382503,Graduate
-9.857717,-6.005919,Enrolled
-13.137596,-7.94343,Enrolled
-13.596824,12.303135,Graduate
8.705859,-14.193086,Graduate
-23.826468,19.70297,Enrolled
-13.496646,-26.385477,Graduate
39.255486,8.346061,Dropout
6.7788663,-9.971293,Graduate
9.359266,-4.2368937,Graduate
-15.134358,-8.176607,Graduate
-24.154041,3.9439192,Dropout
26.006222,16.748177,Graduate
7.7132654,30.737122,Graduate
19.593985,13.546567,Graduate
31.449633,-19.309381,Graduate
20.652836,11.812867,Graduate
2.5755205,-7.808562,Graduate
-33.792183,-36.14466,Dropout
3.7225935,-14.519952,Graduate
37.125053,-3.9589887,Graduate
25.782347,18.064325,Graduate
-26.625685,-14.429468,Graduate
-4.295493,-6.746348,Graduate
-0.19193986,25.204565,Graduate
39.918728,-8.337172,Graduate
-35.0124,7.4801736,Dropout
-15.998508,-29.66079,Graduate
31.713505,-19.175613,Graduate
16.859447,26.483894,Graduate
-4.816993,-3.8290057,Graduate
17.799768,29.319305,Graduate
3.5222356,-0.4940421,Graduate
-23.992098,1.9332702,Enrolled
-33.387943,-10.60071,Enrolled
42.366287,7.5752945,Graduate
-1.7105559,-16.31836,Graduate
-11.843833,-3.2034588,Graduate
-29.176498,13.06169,Enrolled
-1.3484622,-4.984397,Graduate
27.425112,-3.000431,Enrolled
45.90794,-19.935165,Graduate
18.710854,11.337885,Dropout
48.912357,6.471516,Dropout
-18.329956,-27.876032,Graduate
-4.403769,-21.970291,Dropout
14.254117,-5.395158,Graduate
37.35333,-3.5753183,Graduate
20.140865,12.106854,Graduate
32.487526,-17.510643,Graduate
-19.891283,-7.802248,Graduate
33.931576,-17.603018,Graduate
-35.465206,-13.520373,Dropout
39.93825,7.3803496,Graduate
-6.6305532,-16.144417,Graduate
-15.554241,-0.17903765,Graduate
16.827791,26.015787,Graduate
-7.7713447,-17.966581,Graduate
-31.887245,-38.946682,Dropout
18.173868,23.662903,Dropout
-20.88086,1.2351314,Graduate
-34.21405,1.2516692,Enrolled
8.271979,10.795583,Graduate
-24.640965,-13.8901825,Graduate
-38.811855,4.531709,Enrolled
14.282893,29.390467,Graduate
10.041133,28.471375,Graduate
18.56679,24.395798,Graduate
46.14965,6.7151437,Graduate
9.52259,-0.5195647,Enrolled
-24.959236,4.2159867,Dropout
3.5953488,26.578392,Graduate
-23.887033,4.406239,Enrolled
-19.734657,-11.322577,Graduate
-51.773304,28.20719,Graduate
-0.27613682,4.8742905,Graduate
-31.793146,-6.374852,Graduate
-10.313156,22.984625,Enrolled
-32.964756,-12.692028,Enrolled
44.190704,-13.252121,Graduate
40.064217,-4.018332,Graduate
-32.31957,-16.343481,Enrolled
6.428979,2.1737087,Graduate
19.776777,19.573914,Graduate
-29.633335,-1.4766372,Graduate
52.83206,14.635076,Graduate
7.0325694,-24.240824,Graduate
49.170937,4.5142794,Graduate
-34.47777,-5.8411956,Enrolled
-17.422592,-13.959916,Graduate
11.057017,24.775383,Graduate
-16.677605,2.954895,Graduate
49.875572,13.812985,Graduate
12.237958,-9.638749,Graduate
33.30662,-8.250848,Enrolled
10.656859,2.084985,Graduate
-40.60193,-12.06947,Enrolled
-12.844933,11.79498,Graduate
-20.454395,-6.335497,Graduate
55.814087,6.3434095,Graduate
1.1112509,33.933422,Graduate
1.6578529,3.666951,Enrolled
-36.611526,3.827738,Enrolled
-45.668537,-0.25132227,Enrolled
-42.998936,2.8654106,Dropout
-41.18428,-3.7806907,Enrolled
-37.403984,2.617422,Enrolled
14.103676,20.535704,Graduate
-26.81815,8.798161,Dropout
-54.04202,23.123333,Dropout
-29.49047,-35.50407,Dropout
38.286785,17.871687,Graduate
-1.7560855,19.699034,Graduate
-33.941906,-40.13221,Dropout
-29.128323,-32.375534,Dropout
-11.95398,21.658464,Graduate
11.98941,28.469515,Dropout
37.719307,-14.74832,Graduate
-10.71157,22.904022,Enrolled
12.8660555,-12.452436,Graduate
-1.5552478,21.797695,Graduate
-21.276154,-15.977807,Dropout
-30.941412,13.651072,Enrolled
-24.449356,14.247952,Enrolled
37.308056,-12.7849245,Graduate
6.898557,-9.420468,Graduate
-16.441702,0.92003316,Enrolled
-39.122658,8.586267,Dropout
0.528169,-0.43355718,Graduate
-23.418451,-30.375025,Dropout
-30.21796,-37.477596,Dropout
-30.931255,-0.7864864,Graduate
0.35166693,22.459995,Graduate
-33.176994,-30.997812,Dropout
22.173138,21.182034,Graduate
-26.646732,-34.808132,Graduate
41.94626,4.8805394,Graduate
41.004234,-15.12223,Graduate
4.4040318,1.805979,Graduate
44.571175,-19.995243,Graduate
46.195183,-11.843472,Graduate
-5.721063,-24.354656,Graduate
-26.098341,-9.228943,Enrolled
15.436164,16.17303,Graduate
50.567154,4.2642856,Graduate
-37.526333,-10.217356,Dropout
-26.000086,-32.729565,Dropout
20.214083,9.819671,Graduate
11.059826,-18.981747,Graduate
4.6782427,-24.251257,Graduate
5.76749,-24.51245,Graduate
-18.546757,-9.433352,Graduate
4.0566397,17.179716,Graduate
-36.90405,-6.567421,Dropout
-13.190195,-10.445029,Graduate
-13.804522,19.541338,Enrolled
-51.598595,26.259035,Graduate
33.508823,-11.77007,Enrolled
30.60474,1.449853,Enrolled
40.66333,11.19721,Enrolled
-34.062157,-36.74901,Dropout
-3.7569618,5.180378,Graduate
50.299934,1.7855796,Graduate
52.60229,12.078376,Graduate
7.0051103,-2.3693964,Graduate
9.140336,-14.833275,Dropout
-7.847769,2.691489,Enrolled
-30.873095,-30.442158,Graduate
-8.253335,31.148489,Graduate
-23.790586,-27.498077,Dropout
-20.899632,-3.5077627,Enrolled
-5.7066064,31.583715,Graduate
-17.24841,8.232671,Enrolled
-32.12017,-35.550293,Enrolled
-34.965298,2.1132553,Enrolled
-45.185913,4.268542,Dropout
-17.793304,18.335754,Graduate
3.6673083,26.671314,Graduate
55.07616,4.349364,Graduate
-26.784761,-13.229495,Enrolled
18.53961,24.26374,Graduate
-22.414822,-0.049555574,Dropout
-40.369236,-28.336294,Dropout
-52.791225,23.972052,Enrolled
-30.929468,-27.869925,Dropout
14.943669,25.92125,Graduate
6.7116113,19.283846,Graduate
8.677932,25.160526,Graduate
16.038292,31.416187,Graduate
36.82386,9.858522,Graduate
-21.266489,18.346947,Dropout
17.983229,30.18968,Graduate
-9.329664,31.26916,Graduate
34.180023,-17.460209,Graduate
-12.186133,13.590069,Graduate
-24.819252,22.682661,Enrolled
53.096043,-10.788956,Graduate
34.791756,-0.87001866,Graduate
11.863076,17.515915,Graduate
6.074751,19.483929,Graduate
-24.818052,-6.379532,Enrolled
53.17058,4.4542255,Graduate
11.539992,21.482416,Graduate
23.257277,35.558243,Graduate
6.1495075,4.616488,Enrolled
13.794261,-0.98824036,Graduate
-14.881631,-18.006458,Enrolled
46.22769,1.588968,Graduate
3.4913008,-8.571697,Enrolled
40.477215,7.5860076,Graduate
10.988042,1.9176666,Enrolled
51.114132,5.8865714,Graduate
10.951388,14.748356,Graduate
48.580624,0.3619953,Graduate
-31.4565,-25.534975,Dropout
-15.124251,-0.007385795,Graduate
42.95014,-21.045078,Graduate
27.266218,18.56119,Graduate
19.849731,22.187109,Dropout
-10.894679,-5.40606,Graduate
14.403334,18.339163,Graduate
-48.41674,2.4839683,Dropout
30.956785,-6.6322746,Enrolled
-27.98918,-2.3390942,Enrolled
2.5779681,-17.091068,Graduate
12.414258,-12.076954,Dropout
21.08704,24.003836,Graduate
46.72018,-1.253999,Graduate
-54.00895,26.086082,Enrolled
-25.729666,-36.405087,Enrolled
8.934697,-1.2868309,Graduate
-16.031414,5.104609,Graduate
23.71932,26.740604,Graduate
-34.54691,-17.130716,Enrolled
-7.229295,-8.23591,Graduate
-24.644043,-12.05513,Enrolled
-54.232777,25.243608,Enrolled
13.22815,28.440434,Graduate
51.98381,8.662221,Graduate
46.29929,-14.021975,Graduate
-20.248043,-3.2180915,Graduate
4.732189,20.177359,Graduate
-4.6173577,5.130646,Graduate
5.7157288,37.46632,Graduate
-1.2591182,19.419949,Dropout
-18.882698,-32.85462,Graduate
-0.16240548,30.331825,Graduate
-20.011408,-10.168221,Graduate
-1.5281535,18.238653,Enrolled
-37.95518,12.467332,Enrolled
20.286186,18.651457,Graduate
-20.522848,16.259895,Dropout
-40.808437,-1.8221375,Dropout
28.958216,-5.4813166,Enrolled
-8.156431,-7.8505087,Graduate
-2.990896,-24.753647,Graduate
-27.861092,-30.765593,Dropout
-26.199028,-34.774223,Enrolled
25.183392,28.106127,Graduate
0.29570514,-9.992104,Graduate
-33.022324,13.607258,Dropout
-26.793951,-33.407944,Enrolled
11.6574335,-14.791002,Graduate
16.070076,29.515924,Graduate
0.26521325,-5.478483,Graduate
-21.861544,-4.380619,Graduate
11.365374,13.8456745,Graduate
10.682301,31.946198,Graduate
29.859886,-14.165567,Enrolled
-25.12943,-28.782799,Dropout
0.10740683,-18.22878,Graduate
5.733566,-3.6535196,Graduate
6.1450152,1.4450898,Graduate
-18.212107,4.0766726,Graduate
-3.9722102,-1.25864,Dropout
-3.8976688,-5.1054535,Graduate
-34.401154,6.201046,Dropout
-32.41028,-31.261059,Dropout
-16.963568,-29.580723,Enrolled
-20.931108,-33.079235,Dropout
13.313112,28.972578,Graduate
48.337704,-3.4035122,Graduate
15.755819,22.00191,Graduate
-26.455687,-4.599718,Graduate
-45.78497,6.312096,Enrolled
-18.258768,-27.817776,Graduate
39.358334,4.5497894,Graduate
-33.384705,-40.75267,Dropout
-26.29886,-16.969675,Graduate
-5.551053,-8.064877,Graduate
16.423683,15.380732,Graduate
27.358072,28.658993,Graduate
8.088742,24.143879,Graduate
-5.944765,-9.018116,Graduate
55.134212,12.528198,Graduate
0.10169229,-15.028681,Graduate
-55.03876,27.12708,Graduate
-27.530552,-13.425434,Graduate
42.759014,11.675372,Graduate
25.888508,-4.3710904,Graduate
16.440182,16.170965,Graduate
-8.342576,-15.99446,Graduate
16.265404,9.688629,Graduate
-5.712091,9.113547,Dropout
-15.662376,19.073425,Graduate
-36.54597,5.2364254,Enrolled
29.272655,-0.42598844,Graduate
2.2069993,5.116696,Enrolled
-5.1603737,-11.602382,Graduate
-15.984831,13.324765,Dropout
-30.815502,10.544826,Graduate
-23.412817,-9.161739,Dropout
-32.997135,14.278445,Dropout
-34.51482,4.957408,Enrolled
1.0004253,19.947992,Dropout
31.162212,7.4125304,Graduate
5.356562,-23.880482,Graduate
-6.6978564,14.270911,Enrolled
-25.49412,12.891497,Enrolled
-19.729523,16.017323,Dropout
-19.22872,18.954798,Enrolled
9.763198,26.277164,Graduate
44.50531,0.5224207,Graduate
38.59207,-6.766394,Graduate
6.1536584,0.1404587,Graduate
44.637077,-19.416267,Graduate
15.2912855,28.209936,Graduate
1.4598403,33.86403,Graduate
-4.935396,26.23941,Graduate
42.63723,10.931105,Graduate
5.435894,36.99426,Graduate
-20.490982,0.24918513,Enrolled
18.055635,12.122643,Dropout
9.746297,22.770498,Graduate
8.37785,-0.68372345,Graduate
30.430544,-15.581972,Graduate
18.514324,21.466486,Graduate
28.993242,-9.605715,Graduate
37.961445,5.3391542,Enrolled
46.30283,-18.97414,Graduate
-9.626907,-9.941421,Graduate
-5.849364,-2.224297,Graduate
4.970568,-17.931355,Graduate
52.300465,10.691089,Graduate
3.0168445,-19.118736,Graduate
-10.784259,22.962423,Enrolled
44.623924,-20.685738,Enrolled
-36.930367,-2.3160634,Dropout
22.975033,18.607018,Dropout
30.22869,-14.667434,Graduate
-11.669352,16.201994,Enrolled
-2.1696,27.631107,Graduate
-37.404865,-26.062954,Dropout
-44.324455,1.7225035,Dropout
-29.697111,-9.547489,Enrolled
-29.314001,15.5072975,Enrolled
-45.574745,1.4390005,Dropout
-16.792652,-7.9301167,Graduate
-7.3056865,-14.876023,Graduate
3.6309528,37.64242,Graduate
-11.112941,-19.523907,Graduate
38.68994,-15.003996,Graduate
-13.153724,10.194013,Graduate
6.7567253,19.249908,Graduate
35.4126,-16.95654,Dropout
9.686294,22.670797,Graduate
-32.219555,-39.896553,Dropout
-29.261757,-9.767883,Graduate
-19.45725,-26.997879,Graduate
13.707872,26.32403,Enrolled
-4.7387314,36.005833,Enrolled
57.192215,11.984755,Graduate
4.7853413,11.617632,Graduate
23.838387,25.869034,Graduate
54.4046,11.173573,Graduate
24.60001,26.302753,Graduate
-40.63383,-8.368833,Enrolled
50.508358,13.964493,Graduate
-31.915733,-16.281221,Enrolled
-8.273003,-23.845474,Graduate
1.6143422,-19.623297,Graduate
28.77493,-13.5721,Graduate
1.9820057,25.723452,Graduate
-32.33443,-40.996475,Dropout
-22.486597,18.306137,Enrolled
-2.246155,-3.599979,Graduate
-40.557915,-26.650917,Enrolled
-28.572727,-0.7178481,Enrolled
-43.195156,-0.93449914,Enrolled
34.189983,-14.434622,Graduate
-20.770151,6.1518164,Graduate
10.634862,26.916655,Graduate
26.08691,22.13245,Dropout
-40.881973,10.464428,Dropout
22.705084,18.869972,Graduate
2.74237,-25.227108,Graduate
-35.19731,-37.817436,Dropout
46.054306,2.159538,Graduate
-14.614942,-5.66745,Graduate
28.091309,-6.625137,Graduate
-52.99919,26.440662,Graduate
52.3061,-10.818869,Graduate
24.763416,28.2234,Graduate
50.56899,0.8504137,Graduate
9.756968,-13.425663,Graduate
26.127138,-3.7273958,Graduate
24.677732,21.201265,Graduate
-7.7958255,-19.07031,Graduate
-31.094082,-6.6449986,Graduate
9.207994,-10.045035,Graduate
-37.559162,-4.9359694,Dropout
-36.763836,-5.2171865,Dropout
24.028122,25.509651,Graduate
16.335075,30.824175,Graduate
-38.395157,3.7166684,Enrolled
51.91807,3.343589,Graduate
-34.86482,-3.2634575,Dropout
11.87083,27.692453,Graduate
46.439587,0.9175449,Graduate
4.622043,14.070711,Graduate
-18.254618,-32.739834,Graduate
-8.72294,-23.543266,Graduate
11.963345,33.553314,Graduate
-41.48305,-7.0842643,Enrolled
21.690329,19.82316,Graduate
26.074968,-9.817673,Graduate
7.9585996,3.668776,Graduate
-8.431607,-13.473295,Graduate
29.616404,-2.7147903,Enrolled
9.272295,15.54985,Graduate
46.70568,7.055316,Graduate
-37.97305,-28.438122,Dropout
26.669579,33.453693,Graduate
-21.137003,17.689133,Dropout
10.219353,-13.572681,Graduate
-16.56211,7.629421,Graduate
51.420845,14.018726,Graduate
9.955018,11.803427,Graduate
-14.319794,-1.0200459,Graduate
33.066216,-19.412434,Graduate
-35.267494,-4.1326494,Dropout
2.597343,33.429375,Graduate
53.44316,12.117278,Graduate
49.721935,10.50724,Graduate
21.576826,25.116465,Enrolled
-28.675983,-5.0374894,Enrolled
4.0128965,36.012173,Graduate
17.060234,32.379723,Graduate
-24.204403,-6.1527257,Enrolled
6.2837243,-18.80601,Graduate
-19.42736,-18.176495,Graduate
38.31611,-8.777064,Graduate
-17.61664,-0.46365646,Graduate
53.61428,3.7126865,Graduate
40.224022,-3.9296627,Graduate
-2.0393612,-8.755219,Graduate
-13.747938,-3.7567694,Enrolled
-20.70155,-33.071655,Enrolled
45.6025,-13.509504,Graduate
-16.719997,-11.754071,Graduate
-33.238613,-17.247774,Graduate
-28.286474,-6.4179034,Graduate
31.941957,2.3095436,Enrolled
-26.190844,-12.335091,Enrolled
23.444326,26.553156,Graduate
26.623802,-13.79597,Graduate
-9.964347,28.499588,Enrolled
-6.949999,27.74126,Graduate
-32.276474,-4.3934536,Dropout
-9.409606,33.26189,Graduate
28.318916,1.6533161,Enrolled
-45.675903,0.6284804,Enrolled
10.185403,-18.120092,Graduate
-25.554375,-37.34646,Graduate
-37.04357,-5.814321,Dropout
49.8358,13.736298,Enrolled
39.2231,6.1625123,Graduate
19.248827,22.266775,Graduate
-9.714841,-12.152009,Graduate
-54.838207,26.853468,Enrolled
2.6329021,-18.074137,Graduate
-30.450747,-4.574906,Graduate
-43.938557,3.109183,Enrolled
47.32253,6.0539417,Graduate
29.50538,-2.2543485,Graduate
14.621339,24.211176,Graduate
-25.989153,-37.029186,Enrolled
52.553402,12.466588,Graduate
-37.48322,-30.825462,Enrolled
-32.743526,-8.862053,Graduate
-33.723904,-14.979514,Enrolled
-0.52377635,29.04238,Graduate
54.089836,10.116109,Graduate
-27.989677,8.345708,Enrolled
43.877758,7.7740345,Graduate
-32.93529,-7.6677284,Dropout
4.0346336,-25.55613,Graduate
9.597102,15.532466,Graduate
54.666786,3.6832242,Graduate
-0.5349509,30.82112,Graduate
20.913725,20.226833,Graduate
-2.9955113,-9.453222,Graduate
-30.916986,-25.363508,Graduate
50.15949,3.080241,Graduate
16.427929,12.500608,Graduate
0.5640815,-14.601225,Enrolled
3.520339,-18.106321,Graduate
-7.072515,-12.767896,Graduate
53.912907,8.3348055,Graduate
-54.27977,24.502401,Enrolled
-36.336502,-36.275127,Dropout
-38.403072,-2.4366367,Enrolled
-26.731699,-5.462405,Enrolled
11.547935,32.747402,Graduate
-14.152212,12.447415,Graduate
-30.146133,-41.525154,Dropout
-39.359898,-27.901236,Dropout
-26.206154,-9.361276,Dropout
34.842506,-6.2577453,Graduate
-48.278957,4.6815567,Dropout
-8.382211,8.476055,Graduate
0.110460386,22.376167,Graduate
-49.67774,25.66804,Dropout
-29.107565,5.9827847,Enrolled
14.206718,30.562685,Graduate
54.13096,11.083559,Graduate
-33.126785,0.79242015,Enrolled
-11.689779,16.269062,Enrolled
-13.598386,-26.565521,Graduate
-36.272854,0.6626144,Dropout
30.944435,2.260493,Enrolled
-15.245071,1.2022742,Graduate
10.683417,30.494867,Graduate
-44.371838,1.4525795,Dropout
-40.284557,8.033941,Dropout
1.4445426,27.944324,Graduate
4.379772,37.826374,Graduate
56.098534,8.027255,Graduate
-9.868866,29.625727,Graduate
-3.2683322,-18.625717,Graduate
4.7232327,28.508156,Dropout
7.64342,4.8451896,Graduate
-41.08947,1.4935273,Enrolled
-48.239,4.24725,Enrolled
0.73142385,15.460088,Enrolled
39.263996,-8.641025,Graduate
-38.270382,12.849549,Dropout
22.59788,-12.579868,Enrolled
2.072561,-15.51119,Graduate
31.224758,-13.8199625,Graduate
3.2812989,-13.490238,Graduate
-39.599316,-29.644142,Dropout
34.379208,-19.20771,Graduate
-34.554043,-10.366293,Enrolled
-13.405654,2.0574229,Graduate
-2.1152394,8.586537,Graduate
-14.337649,-0.57257265,Enrolled
-35.287975,-10.183017,Enrolled
-52.477917,27.022793,Dropout
43.945965,-14.560328,Graduate
-27.309595,-9.641457,Dropout
-9.6276,-23.25496,Graduate
-26.364489,-16.408653,Enrolled
-53.077404,24.369987,Graduate
18.349873,25.275227,Graduate
24.282736,21.562412,Graduate
38.104603,17.806986,Graduate
-35.246857,0.8677026,Enrolled
8.740301,0.31450972,Graduate
13.6926775,16.52758,Graduate
-9.790862,17.565916,Dropout
