Student_ID,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,academic_momentum,engagement_ratio,financial_stress_index,early_performance_score,Cluster,Target,Risk_Status,Risk_Score,trajectory_deteriorating
98,1,17,1,9853,1,1,133.1,1,38,12,7,0,111.5,0,0,0,0,0,1,20,0,0,6,10,4,12.0,0,0,6,14,3,10.0,0,7.6,2.6,0.32,-2.0,0.4285714285714285,1,6.857142857142857,0,Dropout,AT RISK,60.9,False
99,1,17,3,9147,1,1,118.0,1,1,19,5,7,118.0,0,0,0,1,0,0,20,0,0,5,11,4,11.0,0,0,5,7,5,13.2,0,12.4,0.5,1.79,2.1999999999999997,0.8333333333333334,1,7.333333333333333,0,Enrolled,AT RISK,83.0,False
100,1,17,2,9147,1,1,116.0,1,1,38,4,3,114.6,1,0,0,1,0,0,19,0,0,5,15,2,10.75,0,0,5,11,2,10.0,0,13.9,-0.3,0.79,-0.75,0.3333333333333333,1,3.583333333333333,0,Dropout,AT RISK,72.8,False
101,1,1,1,9853,1,1,133.1,1,19,19,9,8,132.0,1,0,0,1,0,0,21,0,0,6,8,5,12.0,0,0,6,9,5,10.8,0,12.7,3.7,-1.7,-1.1999999999999993,0.7142857142857143,1,8.571428571428571,0,Dropout,AT RISK,91.1,True
102,1,1,1,9773,1,1,134.0,1,19,37,9,9,131.6,1,1,0,1,0,0,19,0,0,6,10,5,11.8,0,0,6,10,5,12.0,0,10.8,1.4,1.74,0.1999999999999993,0.7142857142857143,1,8.428571428571429,0,Graduate,AT RISK,34.0,False
103,1,1,2,9853,1,1,117.0,1,1,38,4,9,109.7,1,0,0,1,0,0,19,0,0,6,9,5,12.2,0,0,6,10,4,13.0,0,9.4,-0.8,-3.12,0.8000000000000007,0.5714285714285714,1,8.714285714285714,0,Enrolled,AT RISK,86.3,False
104,1,39,1,9991,0,1,120.0,1,38,1,9,4,123.2,0,0,0,1,0,0,27,0,0,5,9,3,10.66666667,0,0,5,7,4,11.4,0,10.8,1.4,1.74,0.7333333300000007,0.6666666666666666,1,5.333333335,0,Enrolled,AT RISK,37.3,False
105,1,17,3,9238,1,1,121.0,1,1,1,4,5,117.2,0,0,0,1,0,0,19,0,0,6,11,5,11.2,0,0,6,13,5,11.6,0,15.5,2.8,-4.06,0.4000000000000003,0.7142857142857143,1,8.0,0,Graduate,AT RISK,80.9,False
106,1,1,1,9147,1,1,129.0,1,37,38,4,9,121.0,1,0,0,1,0,0,18,0,0,5,8,2,10.5,0,0,5,7,3,12.33333333,0,7.6,2.6,0.32,1.8333333300000003,0.5,1,3.5,0,Enrolled,AT RISK,81.8,False
107,1,1,1,9147,1,1,130.0,1,19,37,9,9,131.8,1,0,0,1,0,1,19,0,0,5,8,2,10.5,0,0,5,11,3,13.33333333,0,7.6,2.6,0.32,2.8333333300000003,0.5,0,3.5,0,Enrolled,AT RISK,71.9,False
108,1,1,1,9238,1,1,135.0,1,37,1,3,5,121.0,0,0,0,1,0,0,21,0,0,6,11,5,11.2,0,0,6,15,1,10.0,0,7.6,2.6,0.32,-1.1999999999999993,0.1428571428571428,1,8.0,0,Enrolled,AT RISK,74.0,False
109,1,1,1,9670,1,1,117.0,1,1,38,5,1,113.5,1,0,0,1,0,0,20,0,0,5,6,4,11.5,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,-0.75,0.6666666666666666,1,7.666666666666666,0,Graduate,AT RISK,80.3,False
110,1,1,1,9773,1,1,125.0,1,19,38,3,5,115.9,0,0,0,1,0,0,19,0,0,6,13,4,11.75,0,0,6,10,4,11.0,0,10.8,1.4,1.74,-0.75,0.5714285714285714,1,6.7142857142857135,0,Graduate,AT RISK,95.4,False
111,1,1,1,9238,1,1,135.0,1,37,19,5,10,121.0,0,0,1,1,0,0,18,0,0,6,10,5,10.6,0,0,6,14,2,10.0,0,7.6,2.6,0.32,-0.5999999999999996,0.2857142857142857,2,7.571428571428571,0,Enrolled,AT RISK,67.9,False
112,1,43,1,9070,1,1,141.0,1,1,19,5,10,127.0,0,0,0,1,0,0,20,0,0,6,6,5,12.4,0,0,6,9,5,12.4,0,12.7,3.7,-1.7,0.0,0.7142857142857143,1,8.857142857142858,0,Graduate,AT RISK,84.6,False
113,1,17,2,9773,1,1,126.0,1,37,38,5,5,129.5,1,0,1,0,0,0,18,0,0,6,9,5,12.2,0,0,6,9,4,11.75,0,10.8,1.4,1.74,-0.4499999999999993,0.5714285714285714,3,8.714285714285714,0,Dropout,AT RISK,60.2,False
114,1,17,1,9853,1,1,147.0,1,37,37,9,9,142.8,1,0,0,1,0,0,23,0,0,6,11,2,10.0,0,0,6,15,2,11.0,0,7.6,2.6,0.32,1.0,0.2857142857142857,1,2.8571428571428568,0,Dropout,AT RISK,65.4,False
115,1,1,1,9853,1,1,133.0,1,37,19,7,7,126.7,1,0,0,1,0,0,18,0,0,6,9,5,11.83333333,0,0,6,6,4,12.0,0,15.5,2.8,-4.06,0.1666666699999996,0.5714285714285714,1,8.45238095,0,Enrolled,AT RISK,87.8,False
116,1,1,1,9254,1,1,140.0,1,19,19,9,3,130.0,0,0,0,1,1,0,21,0,0,6,8,6,12.57142857,0,0,6,10,4,13.0,0,12.7,3.7,-1.7,0.4285714299999998,0.5714285714285714,1,10.775510202857143,0,Enrolled,AT RISK,88.5,True
117,1,1,1,9147,1,1,143.0,1,3,1,5,5,152.1,1,0,1,1,1,0,18,0,0,5,15,4,13.33333333,0,0,5,6,2,13.5,0,13.9,-0.3,0.79,0.1666666699999996,0.3333333333333333,2,8.888888886666667,0,Dropout,AT RISK,57.0,False
118,1,1,1,9254,1,1,154.0,1,3,1,2,1,137.2,0,0,0,1,1,0,20,0,0,6,12,3,10.0,0,0,6,9,5,10.8,0,15.5,2.8,-4.06,0.8000000000000007,0.7142857142857143,1,4.285714285714286,0,Enrolled,AT RISK,70.7,False
119,1,43,1,9670,1,1,142.0,1,38,1,8,10,138.5,1,0,0,1,1,0,18,0,0,6,16,5,13.8,0,0,6,7,5,12.4,0,13.9,-0.3,0.79,-1.4000000000000004,0.7142857142857143,1,9.857142857142858,0,Enrolled,AT RISK,66.0,False
120,1,1,1,9254,1,1,115.0,1,19,1,3,7,113.6,0,0,0,1,1,0,23,0,0,6,10,6,13.0,0,0,6,9,6,12.0,0,11.1,0.6,2.02,-1.0,0.8571428571428571,1,11.142857142857142,0,Enrolled,AT RISK,83.8,False
121,1,43,1,9670,1,1,141.0,1,3,2,2,2,133.3,1,0,0,1,1,0,18,0,0,6,13,4,13.75,0,0,6,8,5,11.2,0,13.9,-0.3,0.79,-2.5500000000000007,0.7142857142857143,1,7.857142857142857,0,Enrolled,AT RISK,72.1,False
122,1,1,1,9773,1,1,120.0,1,19,37,9,9,118.3,0,0,1,0,1,1,18,0,0,6,11,5,12.16666667,0,0,6,15,3,12.0,0,13.9,-0.3,0.79,-0.1666666699999996,0.4285714285714285,2,8.690476192857142,0,Dropout,AT RISK,52.5,False
123,1,1,1,9254,1,1,132.0,1,1,19,6,6,124.7,1,0,0,1,1,0,21,0,0,6,9,6,12.0,0,0,6,8,5,11.6,0,13.9,-0.3,0.79,-0.4000000000000003,0.7142857142857143,1,10.285714285714285,0,Graduate,AT RISK,95.6,False
124,1,17,2,9670,1,1,110.0,1,3,3,4,10,115.6,1,0,0,1,1,0,21,0,0,6,10,6,11.875,0,0,6,8,5,12.0,0,11.1,0.6,2.02,0.125,0.7142857142857143,1,10.178571428571429,0,Graduate,AT RISK,87.7,False
125,1,39,1,9991,0,1,150.0,1,1,19,4,8,123.0,0,0,0,1,1,0,27,0,0,5,8,4,11.5,0,0,5,9,3,10.33333333,0,12.7,3.7,-1.7,-1.1666666699999997,0.5,1,7.666666666666666,0,Dropout,AT RISK,35.9,False
126,1,1,2,9670,1,1,130.0,1,38,37,5,5,123.4,1,0,0,1,0,0,21,0,0,5,5,4,11.75,0,0,5,5,3,13.33333333,0,9.4,-0.8,-3.12,1.5833333300000003,0.5,1,7.833333333333333,0,Graduate,AT RISK,80.6,False
127,1,1,1,9254,1,1,111.0,1,1,1,3,3,112.4,1,0,0,1,1,0,20,0,0,6,10,6,12.33333333,0,0,6,9,4,13.0,0,12.4,0.5,1.79,0.6666666699999997,0.5714285714285714,1,10.571428568571427,0,Graduate,AT RISK,87.3,False
128,1,17,1,9670,1,1,113.0,1,1,1,5,4,106.7,1,0,1,1,0,0,20,0,0,6,10,2,11.66666667,0,0,6,10,4,10.5,0,15.5,2.8,-4.06,-1.1666666699999997,0.5714285714285714,2,3.333333334285714,0,Dropout,AT RISK,66.4,False
129,1,1,1,9238,1,1,121.0,1,1,1,1,1,115.1,1,0,0,1,0,0,19,0,0,6,10,6,10.83333333,0,0,6,7,6,12.14285714,0,11.1,0.6,2.02,1.30952381,0.8571428571428571,1,9.285714282857144,0,Graduate,AT RISK,80.3,False
130,1,17,2,9147,1,1,118.0,1,19,1,9,3,113.5,1,0,1,1,0,0,20,0,0,5,10,2,11.5,0,0,5,8,3,10.0,0,11.1,0.6,2.02,-1.5,0.5,2,3.833333333333333,0,Enrolled,AT RISK,70.2,False
131,1,1,1,9130,1,1,143.0,1,3,3,2,10,141.3,0,0,1,0,0,0,23,0,0,6,10,6,14.0,0,0,6,11,4,13.0,0,11.1,0.6,2.02,-1.0,0.5714285714285714,3,12.0,0,Enrolled,AT RISK,47.4,True
132,1,51,1,9147,1,1,130.0,1,1,1,4,4,120.0,0,0,0,1,0,0,21,0,0,5,9,5,12.8,0,0,5,11,3,12.66666667,0,11.1,0.6,2.02,-0.133333330000001,0.5,1,10.666666666666668,0,Enrolled,AT RISK,85.2,False
133,1,1,1,9147,1,1,142.0,1,19,19,9,9,127.0,1,0,0,1,0,1,18,0,0,5,10,5,12.0,0,0,5,8,4,11.6,0,13.9,-0.3,0.79,-0.4000000000000003,0.6666666666666666,0,10.0,0,Graduate,AT RISK,85.8,False
134,1,1,3,9119,1,1,133.0,1,3,1,3,4,121.8,1,0,0,1,1,0,18,0,0,5,9,4,12.0,0,0,5,10,2,11.0,0,8.9,1.4,3.51,-1.0,0.3333333333333333,1,8.0,0,Enrolled,AT RISK,81.4,False
135,1,17,3,9119,1,1,138.0,1,3,3,3,4,125.4,1,1,0,1,1,0,19,0,0,5,10,3,13.33333333,0,0,5,9,4,10.75,0,8.9,1.4,3.51,-2.5833333300000003,0.6666666666666666,1,6.666666665,0,Dropout,AT RISK,25.7,False
136,1,17,1,9147,1,1,116.0,1,3,1,3,4,115.7,0,0,0,0,1,0,22,0,0,5,10,4,11.5,0,0,5,11,4,14.0,0,8.9,1.4,3.51,2.5,0.6666666666666666,2,7.666666666666666,0,Enrolled,AT RISK,64.5,False
137,1,1,1,9238,1,1,143.0,1,38,34,9,9,133.6,1,0,0,1,0,0,18,0,0,6,9,5,11.4,0,0,6,8,5,10.8,0,9.4,-0.8,-3.12,-0.5999999999999996,0.7142857142857143,1,8.142857142857144,0,Graduate,AT RISK,87.2,False
138,1,17,1,9147,1,1,118.0,1,19,19,9,9,122.2,0,0,0,1,0,0,19,0,0,5,11,3,10.66666667,0,0,5,9,4,10.25,0,11.1,0.6,2.02,-0.4166666699999997,0.6666666666666666,1,5.333333335,0,Graduate,AT RISK,94.0,False
139,1,1,1,9085,1,1,122.0,1,1,1,2,5,113.3,1,0,0,1,0,0,18,0,0,5,9,4,14.25,0,0,5,8,5,12.71428571,0,10.8,1.4,1.74,-1.5357142899999996,0.8333333333333334,1,9.5,0,Enrolled,AT RISK,84.0,False
140,1,5,2,9853,1,1,122.0,1,19,19,4,5,112.6,1,0,0,1,0,0,22,0,0,6,10,5,12.6,0,0,6,9,4,11.25,0,12.7,3.7,-1.7,-1.3499999999999996,0.5714285714285714,1,9.0,0,Enrolled,AT RISK,93.4,False
141,1,1,1,9773,1,1,108.0,1,34,38,0,3,105.9,0,0,0,1,1,0,20,0,0,6,11,4,10.75,0,0,6,13,2,10.0,0,7.6,2.6,0.32,-0.75,0.2857142857142857,1,6.142857142857142,0,Dropout,AT RISK,71.9,False
142,1,18,2,9119,1,1,136.0,1,1,2,5,4,122.7,1,0,0,1,1,0,18,0,0,5,7,5,12.6,0,0,5,9,3,13.25,0,13.9,-0.3,0.79,0.6500000000000004,0.5,1,10.5,0,Dropout,AT RISK,88.2,True
143,1,39,1,9670,1,1,133.1,1,38,19,9,8,122.9,0,0,1,0,1,0,25,0,0,6,7,3,14.0,0,0,6,9,2,14.5,0,13.9,-0.3,0.79,0.5,0.2857142857142857,3,6.0,0,Dropout,AT RISK,44.4,True
144,1,1,1,9556,1,1,135.0,1,1,1,1,1,131.5,0,0,0,1,1,1,21,0,0,7,14,5,11.2,0,0,8,11,6,11.58333333,0,16.2,0.3,-0.92,0.383333330000001,0.6666666666666666,0,7.0,0,Enrolled,AT RISK,64.4,False
145,1,17,1,9070,1,1,119.0,1,38,19,9,9,115.2,0,0,0,1,1,1,21,0,0,6,8,4,11.5,0,0,6,7,5,11.0,0,15.5,2.8,-4.06,-0.5,0.7142857142857143,0,6.571428571428571,0,Dropout,AT RISK,78.9,False
146,1,1,2,9670,1,1,135.0,1,19,19,7,10,121.4,0,0,0,1,1,0,19,0,0,5,7,3,12.33333333,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,-0.7333333300000007,0.8333333333333334,1,6.166666665,0,Graduate,AT RISK,81.4,False
147,1,1,3,9773,1,1,145.0,1,38,38,9,5,133.1,0,0,0,1,0,1,20,0,0,6,9,4,13.0,0,0,6,13,4,11.25,0,10.8,1.4,1.74,-1.75,0.5714285714285714,0,7.428571428571428,0,Graduate,AT RISK,75.3,False
148,1,1,1,9254,1,1,112.0,1,38,19,9,5,113.8,1,0,0,1,0,0,21,0,0,6,10,6,10.83333333,0,0,6,10,4,11.0,0,7.6,2.6,0.32,0.1666666699999996,0.5714285714285714,1,9.285714282857144,0,Enrolled,AT RISK,91.7,False
149,1,17,1,9147,1,1,114.0,1,19,19,9,7,107.7,0,0,0,1,0,0,19,0,0,5,7,2,10.0,0,0,5,11,2,14.0,0,10.8,1.4,1.74,4.0,0.3333333333333333,1,3.333333333333333,0,Dropout,AT RISK,67.0,False
150,1,43,2,9238,1,1,118.0,1,38,38,5,5,110.0,0,0,0,1,0,1,19,0,0,6,8,6,11.42857143,0,0,6,11,5,11.2,0,10.8,1.4,1.74,-0.2285714300000005,0.7142857142857143,0,9.795918368571428,0,Graduate,AT RISK,81.2,True
151,1,17,2,9238,1,1,145.0,1,19,38,7,6,128.6,1,0,0,1,0,1,19,0,0,6,12,5,11.71428571,0,0,6,11,6,11.0,0,12.7,3.7,-1.7,-0.7142857100000004,0.8571428571428571,0,8.367346935714286,0,Graduate,AT RISK,82.1,False
152,1,1,1,9085,1,1,128.0,1,19,1,5,4,135.7,1,0,0,1,0,0,20,0,0,5,7,4,12.75,0,0,5,5,5,13.4,0,10.8,1.4,1.74,0.6500000000000004,0.8333333333333334,1,8.5,0,Graduate,AT RISK,86.9,False
153,1,39,1,9991,0,1,130.0,1,37,37,9,9,120.2,1,0,0,1,1,0,30,0,0,5,7,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,0.5999999999999996,0.8333333333333334,1,9.166666666666668,0,Graduate,AT RISK,27.8,False
154,1,1,1,9130,1,1,133.0,1,3,1,2,4,126.0,0,0,0,1,1,0,18,0,0,5,7,3,13.66666667,0,0,5,5,5,13.2,0,7.6,2.6,0.32,-0.4666666700000004,0.8333333333333334,1,6.833333335,0,Graduate,AT RISK,78.4,False
155,1,1,1,9773,1,1,121.0,1,1,3,3,7,113.0,1,0,0,1,1,1,18,0,0,6,7,6,11.66666667,0,0,6,12,5,10.2,0,12.4,0.5,1.79,-1.4666666700000004,0.7142857142857143,0,10.000000002857142,0,Graduate,AT RISK,76.8,True
156,1,39,1,9119,1,1,150.0,1,1,38,3,5,120.0,0,0,0,1,1,0,24,0,0,5,6,3,10.66666667,0,0,5,9,2,10.5,0,15.5,2.8,-4.06,-0.1666666699999996,0.3333333333333333,1,5.333333335,0,Enrolled,AT RISK,71.5,False
157,1,43,1,9670,1,1,130.0,1,34,34,0,0,114.8,0,0,0,1,1,0,25,0,0,5,5,4,13.75,0,0,5,5,4,14.75,0,7.6,2.6,0.32,1.0,0.6666666666666666,1,9.166666666666666,0,Graduate,AT RISK,61.8,False
158,1,17,3,9119,1,1,120.0,1,1,19,9,3,116.9,1,0,1,0,1,0,18,0,0,5,10,3,12.0,0,0,5,8,3,10.33333333,0,8.9,1.4,3.51,-1.6666666699999997,0.5,3,6.0,0,Enrolled,AT RISK,49.1,False
159,1,1,1,9147,1,1,128.0,1,1,1,2,10,116.5,0,0,0,1,1,0,19,0,0,5,8,2,10.0,0,0,5,8,1,16.0,0,7.6,2.6,0.32,6.0,0.1666666666666666,1,3.333333333333333,0,Dropout,AT RISK,41.6,False
160,1,1,1,9238,1,1,127.0,1,2,2,3,4,115.8,1,0,0,1,1,0,19,0,0,6,11,3,12.0,0,0,6,12,2,10.0,0,11.1,0.6,2.02,-2.0,0.2857142857142857,1,5.142857142857142,0,Dropout,AT RISK,82.2,False
161,1,17,2,9147,1,1,122.0,1,19,19,7,7,116.1,1,0,0,1,0,1,19,0,0,5,8,5,11.2,0,0,5,5,3,11.0,0,12.4,0.5,1.79,-0.1999999999999993,0.5,0,9.333333333333334,0,Graduate,AT RISK,88.0,False
162,1,43,2,9500,1,1,120.0,1,41,3,2,2,112.7,0,0,0,1,0,0,21,0,0,8,12,6,11.68,0,0,8,12,6,11.68,0,10.8,1.4,1.74,0.0,0.6666666666666666,1,7.786666666666666,0,Graduate,AT RISK,67.9,False
163,1,1,2,9147,1,1,132.0,1,1,19,4,3,126.4,1,0,0,1,0,1,18,0,0,5,13,3,10.6,0,0,5,12,3,10.5,0,13.9,-0.3,0.79,-0.0999999999999996,0.5,0,5.3,0,Graduate,AT RISK,79.3,False
164,1,1,1,9853,1,1,120.0,1,19,37,5,7,115.1,0,0,0,1,0,1,18,0,0,6,11,4,12.0,0,0,6,8,4,10.75,0,15.5,2.8,-4.06,-1.25,0.5714285714285714,0,6.857142857142857,0,Enrolled,AT RISK,80.7,False
165,1,1,1,9853,1,1,124.0,1,3,1,2,5,121.6,0,0,0,1,0,0,18,0,0,6,9,5,12.33333333,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,-1.733333330000001,0.7142857142857143,1,8.809523807142858,0,Enrolled,AT RISK,81.5,False
166,1,1,2,9670,1,1,111.0,1,19,19,9,9,114.2,1,0,0,1,0,0,18,0,0,6,9,4,13.2,0,0,6,10,5,12.8,0,12.4,0.5,1.79,-0.3999999999999986,0.7142857142857143,1,7.542857142857142,0,Graduate,AT RISK,91.6,False
167,1,1,1,9853,1,1,145.0,1,38,37,5,5,142.2,0,0,0,1,0,0,19,0,0,6,9,4,12.5,0,0,6,9,5,12.5,0,9.4,-0.8,-3.12,0.0,0.7142857142857143,1,7.142857142857142,0,Enrolled,AT RISK,85.7,False
168,1,17,1,9254,1,1,158.0,1,37,37,5,9,138.1,1,0,0,1,0,0,19,0,0,6,8,4,12.5,0,0,6,11,1,14.0,0,7.6,2.6,0.32,1.5,0.1428571428571428,1,7.142857142857142,0,Dropout,AT RISK,73.2,False
169,1,51,1,9070,1,1,117.0,1,5,1,2,10,120.0,1,0,0,1,0,0,21,0,0,6,7,5,12.2,0,0,6,7,4,12.6,0,8.9,1.4,3.51,0.4000000000000003,0.5714285714285714,1,8.714285714285714,0,Enrolled,AT RISK,80.0,False
170,1,17,2,9853,1,1,114.0,1,1,1,4,0,108.8,1,0,0,1,0,0,18,0,0,7,11,5,11.4,0,0,7,9,6,13.33333333,0,13.9,-0.3,0.79,1.93333333,0.75,1,7.125,0,Enrolled,AT RISK,71.8,False
171,1,17,1,9130,1,1,130.0,1,1,1,4,5,123.8,0,0,0,1,0,0,18,0,0,5,7,4,12.0,0,0,5,6,5,12.0,0,7.6,2.6,0.32,0.0,0.8333333333333334,1,8.0,0,Graduate,AT RISK,89.4,False
172,1,17,3,9238,1,1,143.0,1,37,38,0,7,126.9,1,0,0,1,0,0,18,0,0,6,14,5,11.0,0,0,6,6,6,11.66666667,0,7.6,2.6,0.32,0.6666666699999997,0.8571428571428571,1,7.857142857142858,0,Graduate,AT RISK,73.1,False
173,1,1,1,9853,1,1,125.0,1,37,37,9,9,114.9,1,0,1,0,0,0,21,0,0,6,8,3,13.66666667,0,0,6,7,3,10.66666667,0,15.5,2.8,-4.06,-3.0,0.4285714285714285,3,5.857142858571428,0,Dropout,AT RISK,44.1,False
174,1,1,1,9254,1,1,130.0,1,37,38,9,9,133.9,1,0,0,1,0,0,18,0,0,6,10,5,12.2,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,-0.9499999999999992,0.5714285714285714,1,8.714285714285714,0,Graduate,AT RISK,89.6,False
175,1,1,2,9853,1,1,121.0,1,38,38,7,5,120.0,1,0,0,1,0,0,18,0,0,6,10,3,12.0,0,0,6,8,4,10.25,0,10.8,1.4,1.74,-1.75,0.5714285714285714,1,5.142857142857142,0,Enrolled,AT RISK,89.2,False
176,1,1,1,9238,1,1,128.0,1,19,19,0,5,120.3,1,0,0,1,0,0,19,0,0,6,12,2,13.0,0,0,6,8,5,11.6,0,7.6,2.6,0.32,-1.4000000000000004,0.7142857142857143,1,3.714285714285714,0,Graduate,AT RISK,84.8,False
177,1,39,1,9991,0,1,120.0,1,38,38,3,3,140.0,0,0,0,1,0,0,25,0,0,5,11,3,10.66666667,0,0,5,11,3,11.33333333,0,15.5,2.8,-4.06,0.6666666600000006,0.5,1,5.333333335,0,Enrolled,AT RISK,34.9,False
178,1,1,1,9238,1,1,125.0,1,37,38,9,9,125.0,1,0,1,0,0,1,19,0,0,6,8,5,10.6,0,0,6,8,5,11.0,0,10.8,1.4,1.74,0.4000000000000003,0.7142857142857143,2,7.571428571428571,0,Graduate,AT RISK,60.9,False
179,1,1,1,9254,1,1,145.0,1,1,38,4,9,131.7,1,0,0,1,0,1,21,0,0,6,8,6,12.16666667,0,0,6,11,3,11.66666667,0,10.8,1.4,1.74,-0.5,0.4285714285714285,0,10.428571431428573,0,Dropout,AT RISK,84.7,True
180,1,16,2,9147,1,1,132.0,1,37,37,9,9,122.6,1,0,0,1,0,1,20,0,0,5,8,3,12.0,0,0,5,9,4,12.625,0,10.8,1.4,1.74,0.625,0.6666666666666666,0,6.0,0,Enrolled,AT RISK,88.5,False
181,1,17,3,9147,1,1,112.0,1,1,19,3,5,107.8,1,0,0,1,0,0,19,0,0,5,7,3,10.33333333,0,0,5,11,3,14.42857143,0,10.8,1.4,1.74,4.0952381,0.5,1,5.166666665,0,Enrolled,AT RISK,67.0,False
182,1,1,1,9147,1,1,118.0,1,1,2,10,10,117.3,1,0,0,1,0,0,19,0,0,5,9,4,12.25,0,0,5,10,4,12.0,0,8.9,1.4,3.51,-0.25,0.6666666666666666,1,8.166666666666666,0,Enrolled,AT RISK,88.8,False
183,1,17,1,9254,1,1,123.0,1,38,37,9,7,120.6,1,0,0,0,0,0,19,0,0,6,9,3,11.66666667,0,0,6,15,1,10.0,0,10.8,1.4,1.74,-1.6666666699999997,0.1428571428571428,2,5.000000001428571,0,Dropout,AT RISK,59.8,False
184,1,43,2,9773,1,1,132.0,1,19,19,0,0,127.1,0,0,0,1,1,0,23,0,0,6,9,6,12.33333333,0,0,6,11,5,13.0,0,7.6,2.6,0.32,0.6666666699999997,0.7142857142857143,1,10.571428568571427,0,Graduate,AT RISK,74.4,True
185,1,1,1,9670,1,1,135.0,1,19,37,5,7,121.4,0,0,0,1,1,0,21,0,0,5,7,4,11.5,0,0,5,6,4,11.75,0,9.4,-0.8,-3.12,0.25,0.6666666666666666,1,7.666666666666666,0,Graduate,AT RISK,90.7,False
186,1,1,1,9147,1,1,117.0,1,38,19,5,7,118.1,0,0,0,1,1,0,19,0,0,5,6,5,11.2,0,0,5,5,5,13.2,0,12.4,0.5,1.79,2.0,0.8333333333333334,1,9.333333333333334,0,Graduate,AT RISK,80.0,False
187,1,42,1,9119,1,1,144.0,1,34,34,0,0,119.5,0,0,0,1,1,0,18,0,0,5,6,1,10.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,2.0,0.1666666666666666,1,1.6666666666666663,0,Dropout,AT RISK,55.3,False
188,1,39,1,9991,0,1,130.0,1,1,1,4,10,115.2,0,0,0,1,1,0,24,0,0,5,5,4,12.0,0,0,5,6,5,12.66666667,0,12.4,0.5,1.79,0.6666666699999997,0.8333333333333334,1,8.0,0,Enrolled,AT RISK,36.5,False
189,1,18,1,9670,1,1,140.0,1,1,37,9,9,130.2,1,0,0,1,1,0,22,0,0,6,11,4,13.0,0,0,6,11,4,12.6,0,12.7,3.7,-1.7,-0.4000000000000003,0.5714285714285714,1,7.428571428571428,0,Graduate,AT RISK,89.5,False
190,1,17,1,9147,1,1,140.0,1,37,37,9,7,132.3,1,0,0,1,0,0,20,0,0,5,9,1,10.0,0,0,5,10,1,11.0,0,7.6,2.6,0.32,1.0,0.1666666666666666,1,1.6666666666666663,0,Dropout,AT RISK,70.4,False
191,1,17,1,9254,1,1,128.0,1,19,1,5,7,120.7,1,0,1,1,0,0,18,0,0,6,8,6,11.66666667,0,0,6,10,4,11.5,0,13.9,-0.3,0.79,-0.1666666699999996,0.5714285714285714,2,10.000000002857142,0,Graduate,AT RISK,80.1,True
192,1,42,1,9853,1,1,120.0,1,1,37,5,5,113.9,1,0,0,1,0,0,21,0,0,6,8,4,12.25,0,0,6,13,3,10.33333333,0,12.7,3.7,-1.7,-1.91666667,0.4285714285714285,1,7.0,0,Dropout,AT RISK,80.5,False
193,1,17,1,9238,1,1,123.0,1,1,1,9,9,113.2,0,0,0,1,0,1,20,0,0,6,11,4,10.75,0,0,6,13,5,11.5,0,15.5,2.8,-4.06,0.75,0.7142857142857143,0,6.142857142857142,0,Enrolled,AT RISK,77.0,False
194,1,1,1,9147,1,1,160.0,1,9,19,4,3,151.3,0,0,0,1,0,0,23,0,0,5,8,3,10.66666667,0,0,5,8,5,11.6,0,7.6,2.6,0.32,0.93333333,0.8333333333333334,1,5.333333335,0,Graduate,AT RISK,74.2,False
195,1,17,1,9238,1,1,145.0,1,38,38,5,7,138.0,1,0,0,1,0,0,20,0,0,6,11,5,11.2,0,0,6,6,6,12.0,0,9.4,-0.8,-3.12,0.8000000000000007,0.8571428571428571,1,8.0,0,Graduate,AT RISK,84.1,False
196,1,1,1,9238,1,1,120.0,1,19,38,5,6,112.3,0,0,0,1,0,1,22,0,0,6,10,5,10.71428571,0,0,6,10,5,12.2,0,12.7,3.7,-1.7,1.4857142899999989,0.7142857142857143,0,7.653061221428572,0,Graduate,AT RISK,85.8,False
197,1,1,1,9238,1,1,122.0,1,1,19,4,4,127.3,1,0,1,1,0,0,20,0,0,6,6,6,12.16666667,0,0,6,7,6,11.66666667,0,9.4,-0.8,-3.12,-0.5,0.8571428571428571,2,10.428571431428573,0,Graduate,AT RISK,69.5,False
