Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Cluster,anomaly_score,is_anomaly
2,43,1,9991,0,2,120.0,1,37,37,9,8,120.0,0,0,0,1,0,0,36,0,8,12,21,11,11.5,0,7,12,22,12,11.4375,0,9.4,-0.8,-3.12,Enrolled,1,-0.01805990370260846,True
1,42,1,9500,1,1,100.0,1,19,37,5,7,134.3,1,0,0,1,0,0,28,0,12,17,21,17,13.39473684,0,11,17,19,17,13.55473684,0,16.2,0.3,-0.92,Graduate,1,-0.01787897614100009,True
1,18,1,9500,1,1,128.0,1,19,1,9,4,125.8,0,0,0,1,0,1,20,0,0,8,8,0,0.0,8,0,8,8,0,0.0,8,9.4,-0.8,-3.12,Enrolled,2,-0.01778713452563474,True
1,39,1,9003,1,1,130.0,1,38,37,7,7,120.0,0,0,0,1,1,0,32,0,12,18,25,18,13.73684211,0,10,13,15,12,13.75,1,15.5,2.8,-4.06,Graduate,1,-0.01760940626081353,True
4,42,1,9147,1,1,110.0,1,37,37,9,9,128.2,0,0,0,1,0,0,41,0,8,14,24,11,12.25,3,5,10,12,10,13.4,0,9.4,-0.8,-3.12,Graduate,1,-0.017387676013360664,True
1,7,0,9003,1,3,130.0,1,1,37,4,9,130.0,1,0,0,1,0,0,23,0,10,17,28,17,13.15,2,8,12,22,12,13.21428571,0,15.5,2.8,-4.06,Graduate,1,-0.017240122202603958,True
1,43,1,9991,0,3,120.0,1,37,37,9,9,120.0,0,0,0,1,0,0,37,0,7,14,21,12,11.83333333,0,11,12,15,11,11.36363636,0,12.7,3.7,-1.7,Graduate,1,-0.017079664799603766,True
1,7,1,9500,1,3,120.0,1,37,37,4,5,120.0,0,0,1,0,0,0,28,0,0,7,7,0,0.0,7,0,7,7,0,0.0,7,13.9,-0.3,0.79,Dropout,2,-0.01661886466151452,True
1,17,4,171,1,1,172.0,1,3,1,2,10,155.6,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,2,-0.016617380831697615,True
2,18,2,8014,0,1,140.0,1,37,37,9,10,120.4,0,0,1,0,0,0,39,0,0,5,5,0,0.0,0,0,4,4,0,0.0,0,9.4,-0.8,-3.12,Dropout,2,-0.016455109383921473,True
1,39,1,9773,1,19,133.1,1,19,19,171,163,104.0,0,0,1,0,0,1,24,0,0,6,6,6,13.5,0,0,6,6,6,13.0,0,11.1,0.6,2.02,Graduate,0,-0.016453238982492957,True
1,1,1,171,1,1,159.0,1,3,1,4,4,162.2,1,0,1,0,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Dropout,2,-0.01634904410413074,True
1,1,5,171,1,1,160.0,1,1,1,4,4,139.7,0,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,2,-0.016226490060967658,True
1,53,1,9003,1,42,150.0,1,1,38,8,8,150.0,0,0,0,1,0,1,23,0,7,12,14,12,14.38461538,0,5,10,12,10,13.3,0,8.9,1.4,3.51,Graduate,1,-0.01604079100588407,True
2,43,1,9991,0,3,140.0,1,37,19,9,4,140.0,0,0,1,1,0,0,34,0,4,10,25,5,12.2,0,3,9,18,8,12.22222222,0,16.2,0.3,-0.92,Dropout,1,-0.015832660733463788,True
1,44,1,9238,1,39,140.0,41,1,1,4,6,137.5,0,0,1,1,0,1,23,1,3,6,7,6,13.14285714,0,2,6,6,6,14.0,0,12.4,0.5,1.79,Graduate,0,-0.015801475143750632,True
1,1,1,171,1,1,133.1,1,1,37,9,9,117.0,0,0,1,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled,2,-0.015559042328214923,True
1,1,1,171,1,1,147.0,1,1,12,4,4,148.4,1,0,0,1,1,1,20,0,8,14,15,12,10.92307692,0,7,13,14,11,12.18181818,0,11.1,0.6,2.02,Graduate,1,-0.015073171575100908,True
1,17,1,9003,1,1,125.0,1,3,3,2,2,100.0,0,0,0,1,1,0,27,0,16,18,19,18,12.22222222,0,9,12,15,12,12.38461538,0,15.5,2.8,-4.06,Graduate,1,-0.015058449871452217,True
1,39,1,8014,0,19,133.1,1,19,19,144,141,131.5,0,0,1,1,0,1,39,0,0,6,9,6,11.83333333,0,0,6,9,4,13.75,0,11.1,0.6,2.02,Graduate,0,-0.01500343407259519,True
1,1,3,171,1,1,139.0,1,37,19,9,8,142.2,1,0,0,1,1,1,20,0,6,12,12,12,14.58333333,0,4,11,14,11,14.33333333,0,8.9,1.4,3.51,Graduate,1,-0.014999088216367529,True
1,1,1,171,1,1,137.0,1,1,3,3,7,146.5,1,0,1,1,1,0,19,0,6,12,13,11,12.0,0,4,11,15,10,11.18181818,0,8.9,1.4,3.51,Enrolled,1,-0.014711097020188024,True
1,43,3,9500,1,1,139.0,1,38,37,9,8,146.5,0,0,0,1,0,0,21,0,11,14,26,12,13.4173913,1,11,14,26,12,13.4173913,1,7.6,2.6,0.32,Graduate,1,-0.01460284098240816,True
2,39,1,9556,1,19,133.1,1,38,37,7,7,99.5,1,0,1,0,0,1,37,0,0,7,13,1,16.0,0,0,7,12,0,0.0,0,8.9,1.4,3.51,Dropout,0,-0.014324209240342278,True
1,1,4,171,1,1,146.0,1,1,1,9,5,151.3,1,0,0,1,0,1,19,0,6,12,12,12,12.75,0,4,11,16,11,13.25,0,8.9,1.4,3.51,Graduate,1,-0.01421134791464651,True
1,43,1,8014,0,1,161.0,1,19,37,4,10,100.0,0,0,0,1,1,0,44,0,9,13,18,13,11.84615385,0,9,11,11,11,12.0,0,12.7,3.7,-1.7,Graduate,1,-0.013958457604757779,True
1,39,1,9556,1,1,133.1,6,3,3,4,4,169.2,0,0,1,0,0,0,54,1,0,7,7,0,0.0,0,0,5,10,0,0.0,0,12.4,0.5,1.79,Dropout,2,-0.013666469701192785,True
1,44,1,171,1,39,150.0,1,4,4,2,2,150.0,0,0,0,1,1,0,25,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Graduate,2,-0.013586760377819251,True
1,1,3,171,1,1,115.0,1,9,1,6,6,108.7,1,0,0,0,0,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,2,-0.0135080714564344,True
1,1,1,171,1,1,170.0,1,38,19,9,2,160.6,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,2,-0.013391989457651743,True
1,1,6,171,1,1,134.0,1,19,37,5,5,126.0,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,2,-0.013271400259589505,True
1,39,1,9003,1,1,100.0,1,1,3,9,10,120.0,0,0,1,0,1,0,44,0,2,7,14,4,12.0,2,0,6,16,0,0.0,1,15.5,2.8,-4.06,Dropout,2,-0.01315877856733505,True
1,53,1,9085,1,42,140.0,1,19,38,8,9,144.9,1,0,1,0,0,0,23,0,7,11,18,11,13.16666667,0,4,9,15,8,13.33333333,0,8.9,1.4,3.51,Enrolled,1,-0.012654181260613795,True
1,44,1,9003,1,39,140.0,1,38,1,134,134,140.0,1,0,1,1,1,0,26,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Enrolled,2,-0.012231722876399065,True
2,43,1,9991,0,1,110.0,1,37,37,9,9,132.5,0,0,0,1,1,0,37,0,7,12,13,12,12.25,0,8,13,13,13,12.84615385,0,9.4,-0.8,-3.12,Graduate,1,-0.01219107069087122,True
1,43,4,8014,0,1,116.0,1,34,34,0,0,116.2,0,0,0,1,1,0,21,0,9,11,11,11,12.45454545,0,3,11,17,8,12.75,0,9.4,-0.8,-3.12,Graduate,1,-0.012185250887508992,True
2,39,1,9085,1,1,133.1,1,36,36,99,5,128.2,0,0,0,0,0,1,28,0,0,5,14,1,12.0,3,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,2,-0.011965535109146108,True
1,7,3,9130,1,3,130.0,1,37,26,90,10,130.0,0,0,0,0,1,0,41,0,0,5,9,0,0.0,4,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout,2,-0.011862906174532228,True
1,1,6,171,1,1,126.0,1,10,10,4,4,130.2,1,0,0,1,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,2,-0.01173873663237568,True
5,43,1,9991,0,3,130.0,1,3,3,1,1,130.0,0,0,0,1,0,0,41,0,5,10,14,10,14.63636364,0,5,10,13,10,14.6,0,16.2,0.3,-0.92,Graduate,1,-0.011623981666789462,True
2,39,1,9070,1,12,110.0,1,37,38,5,10,130.0,0,0,1,0,1,1,46,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,2,-0.01161923445992441,True
4,43,2,9991,0,38,133.1,1,3,1,2,9,125.4,0,0,0,1,1,0,39,0,0,2,5,0,0.0,0,0,4,4,0,0.0,0,10.8,1.4,1.74,Dropout,2,-0.011535214058970733,True
3,39,1,9003,1,1,170.0,1,1,37,6,6,170.0,0,0,1,1,0,0,47,0,0,1,1,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Enrolled,2,-0.011440721741321935,True
5,39,1,9147,1,1,180.0,1,1,1,4,8,140.5,0,0,1,0,0,0,24,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout,2,-0.011392023748292623,True
4,39,1,9500,1,19,133.1,1,37,37,5,7,100.0,0,0,0,0,0,0,40,0,0,8,11,5,11.832,4,0,8,11,5,11.832,4,9.4,-0.8,-3.12,Dropout,0,-0.011307363981168939,True
2,51,1,8014,0,19,133.1,1,37,37,9,9,104.0,0,0,1,1,0,0,42,0,5,11,14,10,11.9,0,5,11,14,10,12.8,0,11.1,0.6,2.02,Enrolled,1,-0.011125642916854583,True
1,17,1,9003,1,1,133.0,1,38,37,9,9,125.3,1,0,0,1,0,0,21,0,12,18,22,18,11.88888889,1,11,13,13,13,11.46153846,0,15.5,2.8,-4.06,Graduate,1,-0.010754774340348772,True
2,39,1,9003,1,1,111.0,1,1,3,4,2,162.4,0,0,1,0,1,0,49,0,4,12,16,5,11.6,0,2,7,7,5,11.2,0,8.9,1.4,3.51,Dropout,0,-0.010744444672952658,True
1,17,3,9254,1,1,114.0,26,38,3,9,3,127.3,1,0,1,0,0,0,20,1,0,6,14,3,12.33333333,0,0,6,16,0,0.0,0,10.8,1.4,1.74,Dropout,0,-0.010425522631640649,True
1,53,1,9085,1,42,140.0,1,1,3,4,2,142.8,1,0,0,0,0,1,20,0,7,12,15,11,13.38461538,0,4,9,13,7,14.28571429,0,8.9,1.4,3.51,Graduate,1,-0.010132252078204673,True
1,1,2,171,1,1,131.0,41,19,1,4,7,131.4,1,0,0,1,1,0,20,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,2,-0.009946655776099877,True
1,7,1,9085,1,40,140.0,1,5,3,2,2,140.0,0,0,1,1,1,0,27,0,8,13,13,8,13.5,2,5,11,12,5,14.4,0,11.1,0.6,2.02,Dropout,1,-0.009729709624537675,True
1,43,1,9238,1,1,117.0,1,34,34,0,0,109.3,0,0,0,1,0,0,30,0,9,16,19,15,12.26666667,0,11,13,14,13,12.07142857,0,9.4,-0.8,-3.12,Graduate,1,-0.009719792575878405,True
4,17,5,8014,0,1,100.0,1,19,19,90,90,107.0,0,0,0,1,0,0,38,0,0,5,12,1,10.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,2,-0.009308591128819543,True
1,18,4,9085,1,1,170.0,1,1,1,4,5,166.6,0,0,1,0,0,1,20,0,2,5,8,5,14.4,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,Dropout,0,-0.008881874015873259,True
2,57,1,9991,0,1,133.1,41,38,37,4,6,100.0,0,0,0,1,0,0,37,1,5,10,11,7,13.42857143,0,5,10,11,10,11.6,0,8.9,1.4,3.51,Graduate,1,-0.008796448622088837,True
1,1,1,9147,1,1,108.0,41,3,3,9,9,107.0,0,0,1,0,0,0,19,1,0,5,14,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,2,-0.008188729790399418,True
1,43,1,9147,1,1,141.0,1,37,37,9,9,130.2,0,0,0,1,1,0,24,0,10,15,16,15,13.46666667,1,10,14,14,14,13.64285714,0,9.4,-0.8,-3.12,Graduate,1,-0.00789320871882615,True
1,42,1,9991,0,1,150.0,1,19,19,5,5,113.7,0,0,0,1,1,0,30,0,11,15,15,13,11.46153846,0,6,11,15,10,11.58333333,1,16.2,0.3,-0.92,Graduate,1,-0.0077503124038329485,True
1,17,2,171,1,1,130.0,41,1,1,2,3,148.6,1,0,0,1,1,0,20,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout,2,-0.0077349517505852505,True
5,39,1,9003,1,1,180.0,1,1,1,4,8,179.6,0,0,1,0,0,0,27,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout,2,-0.00704027674514951,True
2,39,1,9991,0,12,133.1,1,37,34,90,90,110.7,1,0,0,1,0,0,50,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,7.6,2.6,0.32,Dropout,2,-0.006797475017209953,True
2,43,1,9991,0,1,150.0,1,38,19,3,3,120.1,0,0,0,0,0,0,39,0,11,15,15,12,11.91666667,0,8,13,14,8,11.25,0,10.8,1.4,1.74,Dropout,1,-0.006453017648816117,True
2,43,1,9238,1,12,100.0,1,37,37,9,9,134.4,0,0,0,1,0,0,34,0,9,16,20,14,12.07142857,1,11,13,13,11,12.27272727,0,7.6,2.6,0.32,Graduate,1,-0.005532468770735655,True
1,39,1,9130,1,1,133.1,1,1,1,90,1,120.0,1,0,1,0,1,0,41,0,0,5,5,0,0.0,1,0,5,5,0,0.0,5,12.7,3.7,-1.7,Dropout,2,-0.005300199380202653,True
4,39,1,8014,0,19,133.1,1,37,37,9,9,95.0,0,0,1,0,0,0,50,0,0,6,11,0,0.0,0,0,5,6,0,0.0,0,8.9,1.4,3.51,Dropout,2,-0.005225994661718136,True
1,43,4,171,1,1,117.0,1,19,12,9,10,109.3,0,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,2,-0.00511870663269598,True
1,44,1,9238,1,39,140.0,1,37,19,191,102,136.1,1,0,1,1,0,0,21,0,3,6,8,3,12.0,0,2,6,6,2,12.5,0,12.4,0.5,1.79,Enrolled,0,-0.0045847807431975696,True
1,7,1,9853,1,3,130.0,1,37,37,9,9,130.0,0,0,0,1,0,0,28,0,14,15,25,14,12.42857143,1,8,14,22,11,11.90909091,0,7.6,2.6,0.32,Dropout,1,-0.004555244954965065,True
4,39,1,9670,1,1,110.0,1,19,19,90,99,107.2,0,0,0,1,1,0,42,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,2,-0.004412364962036119,True
1,17,1,171,1,1,145.0,1,4,4,3,3,143.6,0,0,1,1,1,0,19,0,5,12,12,10,12.7,0,4,11,16,10,12.27272727,0,8.9,1.4,3.51,Enrolled,1,-0.00428314077202685,True
2,39,1,8014,0,1,140.0,1,37,3,9,10,172.0,0,0,0,1,1,0,44,0,5,11,21,9,12.33333333,0,8,11,16,9,11.0,0,12.4,0.5,1.79,Enrolled,1,-0.004227543201179906,True
1,7,1,171,1,3,130.0,1,1,2,9,2,130.0,0,0,0,0,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,2,-0.004207914843796234,True
1,1,4,171,1,1,131.0,1,19,19,4,4,119.8,1,1,0,1,0,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate,2,-0.0036830982734714635,True
1,7,1,9254,1,40,130.0,1,1,1,3,6,130.0,0,0,0,1,0,0,39,0,12,13,14,13,13.76923077,0,9,12,16,12,14.58333333,0,13.9,-0.3,0.79,Graduate,1,-0.0036012873956161595,True
1,1,1,171,1,1,114.0,1,3,29,3,5,111.9,0,0,0,0,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,2,-0.00351933833051965,True
1,39,1,9003,1,1,140.0,41,1,1,9,9,100.0,0,0,1,0,0,0,29,1,3,9,9,3,14.33333333,0,1,7,8,1,14.0,0,15.5,2.8,-4.06,Dropout,0,-0.003224670771695637,True
4,43,1,9853,1,1,133.1,100,19,22,90,90,100.0,0,0,0,1,0,0,33,1,0,6,6,6,12.16666667,0,0,6,9,3,11.0,0,7.6,2.6,0.32,Dropout,0,-0.0031929451605052783,True
1,43,1,8014,0,3,133.1,1,9,9,90,90,130.0,0,0,0,1,0,0,26,0,8,11,16,10,11.8,0,3,7,7,7,13.28571429,0,7.6,2.6,0.32,Graduate,1,-0.0025832685100818376,True
1,51,1,8014,0,1,120.0,1,1,1,4,4,128.5,0,0,1,0,1,0,26,0,2,8,13,4,10.5,0,5,10,16,7,10.42857143,0,12.4,0.5,1.79,Dropout,1,-0.0023647140087256213,True
1,39,1,9500,1,19,133.1,1,1,3,2,2,100.0,0,0,1,1,1,0,24,0,0,7,21,0,0.0,3,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout,2,-0.002338288631723917,True
1,1,1,171,1,1,169.0,1,19,37,9,7,176.0,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate,2,-0.00218831239916939,True
1,39,1,9003,1,1,130.0,1,1,3,2,6,110.0,0,0,0,1,1,0,32,0,8,18,27,13,13.71428571,1,7,12,18,12,12.08333333,0,15.5,2.8,-4.06,Graduate,1,-0.002107781320161428,True
1,39,1,9085,1,1,140.0,1,37,19,191,163,129.3,1,0,1,1,0,0,28,0,0,6,17,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Enrolled,2,-0.0020945342359127705,True
1,1,1,171,1,1,127.0,1,1,1,4,3,126.3,1,0,1,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,2,-0.0020050311884058925,True
1,1,1,171,1,1,174.0,1,5,3,3,3,157.9,0,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,2,-0.0020009704491120717,True
1,16,1,171,1,1,145.0,1,3,3,3,3,155.0,1,0,0,1,0,0,24,0,11,17,19,11,12.90909091,0,9,13,15,9,13.55555556,0,12.4,0.5,1.79,Enrolled,1,-0.001855944579814195,True
1,39,1,9556,1,1,120.0,1,38,38,191,193,120.0,0,0,1,1,0,1,24,0,0,7,13,7,11.0,0,0,8,13,7,11.7,0,12.7,3.7,-1.7,Graduate,0,-0.0017917094425147218,True
1,1,1,171,1,1,127.0,1,37,38,9,9,120.7,1,0,1,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,2,-0.001388006216110571,True
1,1,1,171,1,1,140.0,1,19,37,5,6,137.9,1,0,1,0,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8.9,1.4,3.51,Dropout,2,-0.0013447490594217237,True
1,1,1,171,1,1,170.0,1,19,19,8,8,176.7,1,0,0,1,0,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout,2,-0.0009492653609839419,True
4,39,2,9670,1,19,133.1,1,19,1,90,90,103.0,0,0,0,0,1,0,34,0,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout,2,-0.0006375779119730529,True
1,1,1,171,1,1,188.0,1,3,3,2,2,178.3,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout,2,-0.0004924068752757416,True
1,43,1,9003,1,1,130.0,1,1,2,4,2,130.0,0,0,0,1,1,0,28,0,9,18,36,17,13.05882353,1,6,12,15,12,12.30769231,0,15.5,2.8,-4.06,Graduate,1,-0.0003733731562609588,True
4,39,1,8014,0,1,138.0,1,19,19,90,90,127.0,0,0,0,0,0,0,37,0,0,4,4,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,2,-0.00035096145855495475,True
1,43,1,9003,1,1,130.0,1,37,1,5,4,130.0,0,0,0,1,1,0,25,0,8,14,24,8,12.5,2,6,13,23,10,11.6,0,15.5,2.8,-4.06,Dropout,1,-0.00033745044592559115,True
1,44,1,9254,1,39,130.0,1,39,39,194,193,130.0,1,0,1,1,1,0,23,0,0,6,12,3,11.5,0,0,6,12,3,10.66666667,0,8.9,1.4,3.51,Enrolled,0,-0.00029531552552830576,True
1,17,1,9773,1,1,177.0,1,2,1,123,135,155.7,0,0,1,1,0,1,18,0,0,6,6,6,15.66666667,0,0,6,6,6,13.83333333,0,8.9,1.4,3.51,Graduate,0,-0.00015255945539149884,True
2,43,1,8014,0,14,133.1,1,34,34,0,0,100.0,0,0,0,0,0,0,34,0,3,7,13,3,12.0,0,2,7,15,1,13.0,1,9.4,-0.8,-3.12,Dropout,0,-9.432994031355335e-05,True
1,39,1,9003,1,4,160.0,1,3,3,4,2,180.4,0,0,1,1,1,0,24,0,6,12,17,6,12.16666667,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout,1,-1.3055443829346203e-05,True
